gene_claim_name,gene_concept_id,Gene_name,interaction_source_db_name,interaction_source_db_version,interaction_type,interaction_score,drug_claim_name,drug_concept_id,drug_name,approved,immunotherapy,anti_neoplastic
CSNK1E,hgnc:2453,CSNK1E,ChEMBL,32,inhibitor,4.915004491,UMBRALISIB TOSYLATE,rxcui:2478438,UMBRALISIB TOSYLATE,TRUE,FALSE,FALSE
TUBB4B,hgnc:20771,TUBB4B,DTC,5-Jun-23,,0.139031033,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE
TUBB2A,hgnc:12412,TUBB2A,DTC,5-Jun-23,,0.137375902,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE
TUBB4A,hgnc:20774,TUBB4A,DTC,5-Jun-23,,0.140726534,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE
TUBB4B,hgnc:20771,TUBB4B,DTC,5-Jun-23,,0.040033975,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.14893953,AZITHROMYCIN,rxcui:18631,AZITHROMYCIN,TRUE,FALSE,FALSE
AKT1,hgnc:391,AKT1,PharmGKB,5-Jun-23,,0.023404783,desipramine,rxcui:3247,DESIPRAMINE,TRUE,FALSE,FALSE
AKT1,hgnc:391,AKT1,PharmGKB,5-Jun-23,,0.024781535,amitriptyline,rxcui:203168,AMITRIPTYLINE HYDROCHLORIDE,TRUE,FALSE,FALSE
BMP7,hgnc:1074,BMP7,PharmGKB,5-Jun-23,,0.21064305,thioguanine,rxcui:10485,THIOGUANINE,TRUE,FALSE,TRUE
UNIPROT:Q13509,hgnc:20772,TUBB3,TdgClinicalTrial,14-Jan,,0.068501805,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE
UNIPROT:Q08493,hgnc:8782,PDE4C,TEND,1-Aug-11,,0.871626412,DYPHYLLINE,rxcui:3714,DYPHYLLINE,TRUE,FALSE,FALSE
EUKARYOTIC ELONGATION FACTOR 2 KINASE,hgnc:24615,EEF2K,TTD,2020.06.01,,2.268463611,Lapatinib,rxcui:480167,LAPATINIB,TRUE,FALSE,TRUE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.355301529,Molindone,rxcui:7019,MOLINDONE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,PharmGKB,5-Jun-23,,0.025378681,amphetamine,rxcui:3287,DEXTROAMPHETAMINE SULFATE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.177650765,Tolazoline,rxcui:10634,TOLAZOLINE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.067676482,ZIPRASIDONE,rxcui:115698,ZIPRASIDONE,TRUE,FALSE,FALSE
TUBB2B,hgnc:30829,TUBB2B,DTC,5-Jun-23,,0.040522194,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.033435405,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.213180918,ZUCLOPENTHIXOL,rxcui:114176,ZUCLOPENTHIXOL,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.133238074,TRIFLUPROMAZINE,rxcui:10805,TRIFLUPROMAZINE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.177650765,MESORIDAZINE BESYLATE,rxcui:203186,MESORIDAZINE BESYLATE,TRUE,FALSE,FALSE
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.50844874,ROFLUMILAST,rxcui:1091836,ROFLUMILAST,TRUE,FALSE,FALSE
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.031272563,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.031272563,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.031272563,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.026166838,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.008360036,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.008461988,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.033838241,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.034250902,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.034250902,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.059817499,PENTOXIFYLLINE,rxcui:8013,PENTOXIFYLLINE,TRUE,FALSE,FALSE
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.044954309,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.044954309,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.03761483,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.044954309,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.044954309,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.044954309,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,modulator,0.044954309,EPOTHILONE D,ncit:C2672,EPOTHILONE D,TRUE,FALSE,FALSE
TUBA3D,hgnc:24071,TUBA3D,DTC,5-Jun-23,,0.488447651,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE
TUBB,hgnc:20778,TUBB,DTC,5-Jun-23,,0.130834192,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE
TUBA3C,hgnc:12408,TUBA3C,DTC,5-Jun-23,,0.140726534,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE
AKT1,hgnc:391,AKT1,DTC,5-Jun-23,,0.039189405,LOVASTATIN,rxcui:6472,LOVASTATIN,TRUE,FALSE,TRUE
TUBA1C,hgnc:20768,TUBA1C,DTC,5-Jun-23,,0.040522194,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE
HDAC6,hgnc:14064,HDAC6,DTC,5-Jun-23,,0.100306214,VALPROIC ACID,rxcui:11118,VALPROIC ACID,TRUE,FALSE,TRUE
APP,hgnc:620,APP,NCI,14-Sep-17,,0.187238266,HYDROXYCHLOROQUINE,rxcui:5521,HYDROXYCHLOROQUINE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,NCI,14-Sep-17,,0.045845359,HALOPERIDOL,rxcui:26420,HALOPERIDOL DECANOATE,TRUE,FALSE,FALSE
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.59575812,POLYESTRADIOL PHOSPHATE,rxcui:34120,POLYESTRADIOL PHOSPHATE,TRUE,FALSE,FALSE
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.19858604,PRAZOSIN,rxcui:8629,PRAZOSIN,TRUE,FALSE,FALSE
GSK3B,hgnc:4617,GSK3B,PharmGKB,5-Jun-23,,0.013374162,methotrexate,rxcui:6851,METHOTREXATE,TRUE,FALSE,TRUE
NOS1,hgnc:7872,NOS1,PharmGKB,5-Jun-23,,0.051064982,ibuprofen,rxcui:1429044,"IBUPROFEN, SODIUM SALT",TRUE,FALSE,TRUE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.039477948,ASENAPINE,rxcui:784649,ASENAPINE,TRUE,FALSE,FALSE
UNIPROT:Q9UBN7,hgnc:14064,HDAC6,TdgClinicalTrial,14-Jan,,0.351071749,ROMIDEPSIN,rxcui:877510,ROMIDEPSIN,TRUE,FALSE,TRUE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.284241224,LURASIDONE,rxcui:1040027,LURASIDONE HYDROCHLORIDE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.203029445,CHLORPROTHIXENE,rxcui:2406,CHLORPROTHIXENE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.236867686,DROPERIDOL,rxcui:3648,DROPERIDOL,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.050757361,PROPIOMAZINE,rxcui:8770,PROPIOMAZINE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.08360036,ILOPERIDONE,rxcui:73178,ILOPERIDONE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.284241224,LURASIDONE,rxcui:1040027,LURASIDONE HYDROCHLORIDE,TRUE,FALSE,FALSE
AMYLOID BETA A4 PROTEIN,hgnc:620,APP,TTD,2020.06.01,,0.174755715,Myo-inositol,rxcui:5833,INOSITOL,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,2.131809177,Cabergoline,rxcui:47579,CABERGOLINE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.08360036,Iloperidone,rxcui:73178,ILOPERIDONE,TRUE,FALSE,FALSE
CTNNB1,hgnc:2514,CTNNB1,JAX-CKB,5-Jun-23,,0.051064982,Imatinib,rxcui:282388,IMATINIB,TRUE,FALSE,TRUE
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.008461988,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.355301529,REMOXIPRIDE HYDROCHLORIDE,rxcui:235832,REMOXIPRIDE HYDROCHLORIDE,TRUE,FALSE,FALSE
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.020557704,CHLORHEXIDINE,rxcui:20791,CHLORHEXIDINE GLUCONATE,TRUE,FALSE,FALSE
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.057654012,PRAVASTATIN,rxcui:203144,PRAVASTATIN SODIUM,TRUE,FALSE,FALSE
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.033838241,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.08360036,ILOPERIDONE,rxcui:73178,ILOPERIDONE,TRUE,FALSE,FALSE
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.59575812,GREEN TEA EXTRACT,rxcui:283567,GREEN TEA LEAF EXTRACT,TRUE,FALSE,FALSE
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.044954309,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE
TUBB4A,hgnc:20774,TUBB4A,DTC,5-Jun-23,,0.040522194,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE
TUBULIN BETA,hgnc:20778,TUBB,TTD,2020.06.01,,0.100306214,Albendazole,rxcui:430,ALBENDAZOLE,TRUE,FALSE,FALSE
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.008461988,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.008260512,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE
UNIPROT:Q9UBN7,hgnc:14064,HDAC6,TEND,1-Aug-11,,0.580031586,VORINOSTAT,rxcui:194337,VORINOSTAT,TRUE,FALSE,TRUE
UNIPROT:P07437,hgnc:20778,TUBB,TdgClinicalTrial,14-Jan,,0.092590351,VINORELBINE,rxcui:39541,VINORELBINE,TRUE,FALSE,TRUE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.044412691,THIETHYLPERAZINE MALATE,ncit:C66598,THIETHYLPERAZINE MALATE,TRUE,FALSE,FALSE
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.042309938,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.042309938,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.036954921,VINCRISTINE SULFATE,rxcui:11203,VINCRISTINE SULFATE,TRUE,FALSE,FALSE
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.037400161,VINCRISTINE SULFATE,rxcui:11203,VINCRISTINE SULFATE,TRUE,FALSE,FALSE
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.037856261,VINCRISTINE SULFATE,rxcui:11203,VINCRISTINE SULFATE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.054661774,PIMOZIDE,rxcui:8331,PIMOZIDE,TRUE,FALSE,FALSE
PRKCA,hgnc:9393,PRKCA,ChEMBL,32,inhibitor,0.15359389,MIDOSTAURIN,rxcui:1919083,MIDOSTAURIN,TRUE,FALSE,TRUE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.177650765,BENPERIDOL,rxcui:1373,BENPERIDOL,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,agonist,0.118433843,MINAPRINE,rxcui:30031,MINAPRINE,TRUE,FALSE,FALSE
HDAC6,hgnc:14064,HDAC6,DTC,5-Jun-23,,0.040703971,DAUNORUBICIN,rxcui:3109,DAUNORUBICIN,TRUE,FALSE,TRUE
TUBA1A,hgnc:20766,TUBA1A,DTC,5-Jun-23,,0.064600278,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE
TUBB3,hgnc:20772,TUBB3,DTC,5-Jun-23,,0.065388086,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.007233266,VANDETANIB,rxcui:1098413,VANDETANIB,TRUE,FALSE,TRUE
APP,hgnc:620,APP,DTC,5-Jun-23,,0.068982519,GENTIAN VIOLET,rxcui:1546369,GENTIAN VIOLET CATION,TRUE,FALSE,FALSE
PRKCA,hgnc:9393,PRKCA,MyCancerGenome,20-Jun-17,inhibitor,0.15359389,MIDOSTAURIN,rxcui:1919083,MIDOSTAURIN,TRUE,FALSE,TRUE
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.02929958,ATORVASTATIN,rxcui:1297766,ATORVASTATIN CALCIUM TRIHYDRATE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,PharmGKB,5-Jun-23,,0.009110296,disulfiram,rxcui:3554,DISULFIRAM,TRUE,FALSE,FALSE
CTNNB1,hgnc:2514,CTNNB1,PharmGKB,5-Jun-23,,0.096609425,thalidomide,rxcui:10432,THALIDOMIDE,TRUE,TRUE,TRUE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.056848245,AMISULPRIDE,rxcui:46303,AMISULPRIDE,TRUE,FALSE,FALSE
UNIPROT:P68366,hgnc:12407,TUBA4A,TdgClinicalTrial,14-Jan,,0.071926895,CABAZITAXEL,rxcui:996051,CABAZITAXEL,TRUE,FALSE,TRUE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.355301529,PRAMIPEXOLE,rxcui:746741,PRAMIPEXOLE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.118433843,MINAPRINE,rxcui:30031,MINAPRINE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.04180018,RISPERIDONE,rxcui:35636,RISPERIDONE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.236867686,SULPIRIDE,rxcui:10239,SULPIRIDE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.101514723,METOCLOPRAMIDE,rxcui:267036,METOCLOPRAMIDE HYDROCHLORIDE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.022558827,OLANZAPINE,rxcui:61381,OLANZAPINE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.054661774,PIMOZIDE,rxcui:8331,PIMOZIDE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.081992661,QUETIAPINE,rxcui:221153,QUETIAPINE FUMARATE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.355301529,Pramipexole,rxcui:746741,PRAMIPEXOLE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.056848245,Amisulpride,rxcui:46303,AMISULPRIDE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.066619037,Bromocriptine,rxcui:1760,BROMOCRIPTINE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.054661774,Pimozide,rxcui:8331,PIMOZIDE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.04180018,Risperidone,rxcui:35636,RISPERIDONE,TRUE,FALSE,FALSE
CTNNB1,hgnc:2514,CTNNB1,JAX-CKB,5-Jun-23,,0.037234883,Sorafenib,rxcui:495881,SORAFENIB,TRUE,FALSE,TRUE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.118433843,CLEBOPRIDE,rxcui:21224,CLEBOPRIDE,TRUE,FALSE,FALSE
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.04180018,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.039477948,Phentolamine,rxcui:8153,PHENTOLAMINE,TRUE,FALSE,FALSE
TUBA1B,hgnc:18809,TUBA1B,DTC,5-Jun-23,,0.065388086,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.081992661,Quetiapine,rxcui:221153,QUETIAPINE FUMARATE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.056848245,APD421,rxcui:46303,AMISULPRIDE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.031350135,LEVODOPA,rxcui:6375,LEVODOPA,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.096900417,SERTINDOLE,rxcui:41996,SERTINDOLE,TRUE,FALSE,FALSE
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.037856261,VINCRISTINE SULFATE,rxcui:11203,VINCRISTINE SULFATE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.355301529,THIETHYLPERAZINE MALEATE,rxcui:71529,THIETHYLPERAZINE MALEATE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.071060306,FLUPHENAZINE HYDROCHLORIDE,rxcui:203207,FLUPHENAZINE HYDROCHLORIDE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,agonist,0.118433843,ARIPIPRAZOLE,rxcui:1673265,ARIPIPRAZOLE LAUROXIL,TRUE,FALSE,FALSE
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.041302559,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.035402193,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.037856261,VINCRISTINE SULFATE,rxcui:11203,VINCRISTINE SULFATE,TRUE,FALSE,FALSE
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.037856261,VINCRISTINE SULFATE,rxcui:11203,VINCRISTINE SULFATE,TRUE,FALSE,FALSE
GSK3B,hgnc:4617,GSK3B,ChEMBL,32,inhibitor,0.436889288,LITHIUM CITRATE,rxcui:52105,LITHIUM CITRATE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.059216922,PROCHLORPERAZINE EDISYLATE,rxcui:8704,PROCHLORPERAZINE,TRUE,FALSE,FALSE
HDAC6,hgnc:14064,HDAC6,ChEMBL,32,inhibitor,0.501531071,BELINOSTAT,rxcui:1543543,BELINOSTAT,TRUE,FALSE,TRUE
APP,hgnc:620,APP,ChEMBL,32,inhibitor,1.310667864,LECANEMAB,rxcui:2626143,LECANEMAB,TRUE,FALSE,FALSE
AKT1,hgnc:391,AKT1,DTC,5-Jun-23,,0.120367457,NINTEDANIB,rxcui:1592736,NINTEDANIB ESYLATE,TRUE,FALSE,TRUE
TUBA1C,hgnc:20768,TUBA1C,DTC,5-Jun-23,,0.065388086,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE
TUBB4B,hgnc:20771,TUBB4B,DTC,5-Jun-23,,0.064600278,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE
TUBB2A,hgnc:12412,TUBB2A,DTC,5-Jun-23,,0.085108303,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.055799483,FLUORESCEIN,rxcui:25138,FLUORESCEIN,TRUE,FALSE,FALSE
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.035508762,PERHEXILINE MALEATE,rxcui:33169,PERHEXILINE MALEATE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,NCI,14-Sep-17,,0.019205488,MORPHINE,rxcui:32926,PAREGORIC,TRUE,FALSE,FALSE
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.268091154,BACLOFEN,rxcui:1292,BACLOFEN,TRUE,FALSE,FALSE
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.162479487,ACETAZOLAMIDE,rxcui:167,ACETAZOLAMIDE,TRUE,FALSE,FALSE
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.081239744,"ICI 182,780",rxcui:282357,FULVESTRANT,TRUE,FALSE,TRUE
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.357454872,METHYLTESTOSTERONE,rxcui:6904,METHYLTESTOSTERONE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,PharmGKB,5-Jun-23,,0.047373537,sumatriptan,rxcui:37418,SUMATRIPTAN,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.059216922,PROCHLORPERAZINE,rxcui:8704,PROCHLORPERAZINE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.213180918,OPC-34712,rxcui:1658314,BREXPIPRAZOLE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.040114689,CLOZAPINE,rxcui:2626,CLOZAPINE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.101514723,APOMORPHINE,rxcui:1043,APOMORPHINE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.355301529,ACETOPHENAZINE,rxcui:16735,ACETOPHENAZINE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.071060306,FLUPHENAZINE,rxcui:203207,FLUPHENAZINE HYDROCHLORIDE,TRUE,FALSE,FALSE
UNIPROT:P07437,hgnc:20778,TUBB,TEND,1-Aug-11,,0.05933607,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.355301529,Phenyltoloxamine,rxcui:33408,PHENYLTOLOXAMINE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.101514723,Apomorphine,rxcui:1043,APOMORPHINE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.592169216,Pergolide,rxcui:8047,PERGOLIDE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.213180918,OPC-34712,rxcui:1658314,BREXPIPRAZOLE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.059216922,Prochlorperazine,rxcui:8704,PROCHLORPERAZINE,TRUE,FALSE,FALSE
