Gene,term,References,Evidence,,Type_GO,product_name,,type,,Date,,,
Hspa8,GO:0005515,MGI:MGI:7311923|PMID:35044787,IPI,UniProtKB:Q8CI32,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20220721,UniProt,,
Hspa8,GO:0005515,MGI:MGI:5787727|PMID:26581985,IPI,UniProtKB:O41974,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20160525,AgBase,,
Hspa8,GO:0005515,MGI:MGI:4431152|PMID:20111006,IPI,UniProtKB:O88447,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20240203,IntAct,,
Hspa8,GO:0005515,MGI:MGI:5660678|PMID:25961502,IPI,UniProtKB:P43883|UniProtKB:Q9DBG5,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20240203,IntAct,,
Hspa8,GO:0005524,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20100623,MGI,,
Hspa8,GO:0005524,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20140415,MGI,,
Hspa8,GO:0005634,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20120718,MGI,,
Hspa8,GO:0005681,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20210519,MGI,,
Hspa8,GO:0005737,MGI:MGI:5787727|PMID:26581985,IDA,,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20160525,AgBase,,
Hspa8,GO:0005764,MGI:MGI:1354194|GO_REF:0000043,IEA,UniProtKB-KW:KW-0458,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20240324,UniProt,,
Hspa8,GO:0005765,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20150813,MGI,,
Hspa8,GO:0005765,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20230119,MGI,,
Hspa8,GO:0005770,MGI:MGI:5700294|PMID:21238931,IDA,,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20151110,ParkinsonsUK-UCL,CL:0000451,
Hspa8,GO:0005776,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20150814,MGI,,
Hspa8,GO:0005829,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20140403,MGI,,
Hspa8,GO:0005874,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20150814,MGI,,
Hspa8,GO:0005882,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20150814,MGI,,
Hspa8,GO:0006397,MGI:MGI:1354194|GO_REF:0000043,IEA,UniProtKB-KW:KW-0507,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20240324,UniProt,,
Hspa8,GO:0006914,MGI:MGI:1354194|GO_REF:0000043,IEA,UniProtKB-KW:KW-0072,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20240324,UniProt,,
Hspa8,GO:0008021,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20110418,MGI,,
Hspa8,GO:0008380,MGI:MGI:1354194|GO_REF:0000043,IEA,UniProtKB-KW:KW-0508,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20240324,UniProt,,
Hspa8,GO:0009986,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20150814,MGI,,
Hspa8,GO:0014069,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20220928,MGI,,
Hspa8,GO:0016020,MGI:MGI:1354194|GO_REF:0000043,IEA,UniProtKB-KW:KW-0472,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20240324,UniProt,,
Hspa8,GO:0016787,MGI:MGI:1354194|GO_REF:0000043,IEA,UniProtKB-KW:KW-0378,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20240324,UniProt,,
Hspa8,GO:0016887,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20100624,MGI,,
Hspa8,GO:0019899,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20140415,MGI,,
Hspa8,GO:0019899,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20150812,MGI,,
Hspa8,GO:0030424,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20150812,MGI,,
Hspa8,GO:0030425,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20161028,MGI,,
Hspa8,GO:0030674,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20230119,MGI,,
Hspa8,GO:0031072,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20150731,MGI,,
Hspa8,GO:0031625,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20140813,MGI,,
Hspa8,GO:0031647,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20151012,MGI,,
Hspa8,GO:0031686,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20150812,MGI,,
Hspa8,GO:0032279,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20150814,MGI,,
Hspa8,GO:0032991,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20100623,MGI,,
Hspa8,GO:0042026,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20140403,MGI,,
Hspa8,GO:0042277,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20150813,MGI,,
Hspa8,GO:0043025,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20110418,MGI,,
Hspa8,GO:0043195,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20150812,MGI,,
Hspa8,GO:0043197,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20150814,MGI,,
Hspa8,GO:0043198,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20150814,MGI,,
Hspa8,GO:0043204,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20150814,MGI,,
Hspa8,GO:0043209,MGI:MGI:3834050|PMID:17634366,HDA,,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20141110,UniProt,,
Hspa8,GO:0043531,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20100623,MGI,,
Hspa8,GO:0044309,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20161028,MGI,,
Hspa8,GO:0044788,MGI:MGI:5787727|PMID:26581985,IMP,,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20160525,AgBase,UniProtKB:O41974,
Hspa8,GO:0044829,MGI:MGI:5787727|PMID:26581985,IMP,,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20160525,AgBase,,
Hspa8,GO:0045892,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20110408,MGI,,
Hspa8,GO:0046034,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20150417,MGI,,
Hspa8,GO:0048471,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20150813,MGI,,
Hspa8,GO:0051082,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20140403,MGI,,
Hspa8,GO:0051082,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20100623,MGI,,
Hspa8,GO:0051087,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20180305,MGI,,
Hspa8,GO:0055131,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20150224,MGI,,
Hspa8,GO:0061738,MGI:MGI:5700294|PMID:21238931,IMP,,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20151110,ParkinsonsUK-UCL,CL:0000451,
Hspa8,GO:0061740,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20230119,MGI,,
Hspa8,GO:0070062,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20140704,MGI,,
Hspa8,GO:0072318,MGI:MGI:7565908|PMID:8524399,IDA,,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20231027,UniProt,,
Hspa8,GO:0072318,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20231027,MGI,,
Hspa8,GO:0098690,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20220928,MGI,,
Hspa8,GO:0098793,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20220928,MGI,,
Hspa8,GO:0098794,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20220928,MGI,,
Hspa8,GO:0098978,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20220928,MGI,,
Hspa8,GO:0099523,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20161028,MGI,,
Hspa8,GO:0099524,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20161028,MGI,,
Hspa8,GO:0101031,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20180305,MGI,,
Hspa8,GO:0140545,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20210519,MGI,,
Hspa8,GO:0140662,MGI:MGI:2152098|GO_REF:0000002,IEA,InterPro:IPR013126,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20240324,UniProt,,
Hspa8,GO:1900226,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20230119,MGI,,
Hspa8,GO:1902904,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20140415,MGI,,
Hspa8,GO:1904593,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20150818,MGI,,
Hspa8,GO:1990833,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20150928,MGI,,
Hspa8,GO:1990836,MGI:MGI:4417868|GO_REF:0000096,ISO,RGD:621725,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20150813,MGI,,
Hspa8,GO:1990904,MGI:MGI:4834177|GO_REF:0000119,ISO,UniProtKB:P11142,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20091002,MGI,,
Hspa8,GO:0005829,Reactome:R-MMU-9613507,TAS,,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20180716,Reactome,,
Hspa8,GO:0005829,Reactome:R-MMU-9613545,TAS,,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20180716,Reactome,,
Hspa8,GO:0005829,Reactome:R-MMU-9613562,TAS,,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20180716,Reactome,,
Hspa8,GO:0005829,Reactome:R-MMU-9613670,TAS,,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20180716,Reactome,,
Hspa8,GO:0005829,Reactome:R-MMU-9631076,TAS,,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20180716,Reactome,,
Hspa8,GO:0005829,Reactome:R-MMU-9631080,TAS,,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20180716,Reactome,,
Hspa8,GO:0031906,Reactome:R-MMU-9631080,TAS,,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20181204,Reactome,,
Hspa8,GO:0005829,GO_REF:0000033,IBA,PANTHER:PTN002500132|UniProtKB:P11142|WB:WBGene00002005|UniProtKB:P54652|RGD:621725|UniProtKB:P08106|SGD:S000003947|WB:WBGene00002026|PomBase:SPBC1709.05|SGD:S000000171|CGD:CAL0000184706|MGI:MGI:105384,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20231109,GO_Central,,
Hspa8,GO:0042026,GO_REF:0000033,IBA,PANTHER:PTN008570368|UniProtKB:P54652|SGD:S000000004|SGD:S000003806|UniProtKB:P11142|UniProtKB:P0DMV8|UniProtKB:P17066|UniProtKB:P0DMV9|UniProtKB:P34931,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20221122,GO_Central,,
Hspa8,GO:0051085,GO_REF:0000033,IBA,PANTHER:PTN008570368|MGI:MGI:105384|UniProtKB:P0A6Y8,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20230111,GO_Central,,
Hspa8,GO:0005634,GO_REF:0000033,IBA,PANTHER:PTN002500132|UniProtKB:Q5KKP4|UniProtKB:P11142|PomBase:SPAC13G7.02c|MGI:MGI:96243|WB:WBGene00002005|PomBase:SPCC1739.13|UniProtKB:O73885|SGD:S000000905|UniProtKB:P08106|SGD:S000000004,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20231109,GO_Central,,
Hspa8,GO:0044183,GO_REF:0000033,IBA,PANTHER:PTN008570368|MGI:MGI:96244|UniProtKB:P0A6Y8|UniProtKB:P0DMV9|MGI:MGI:99517|MGI:MGI:95835|UniProtKB:P0DMV8,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20230603,GO_Central,,
Hspa8,GO:0016887,GO_REF:0000033,IBA,PANTHER:PTN008570368|FB:FBgn0001218|UniProtKB:Q8IB24|UniProtKB:Q57VR7|UniProtKB:K7NTP5|MGI:MGI:105384|SGD:S000002388|SGD:S000000171|UniProtKB:P11021|SGD:S000005153|WB:WBGene00002005|UniProtKB:P0A6Z1|UniProtKB:P0DMV9|PomBase:SPAC664.11|UniProtKB:P17066|UniProtKB:P0DMV8|SGD:S000003806|SGD:S000003571|RGD:621725|SGD:S000000004|UniProtKB:P77319|SGD:S000004361,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20240206,GO_Central,,
Hspa8,GO:0072318,GO_REF:0000033,IBA,PANTHER:PTN008570389|RGD:621725|MGI:MGI:105384|UniProtKB:O73885|UniProtKB:P19120|UniProtKB:A2Q0Z1|UniProtKB:P11142,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20240206,GO_Central,,
Hspa8,GO:0005886,GO_REF:0000033,IBA,PANTHER:PTN002500132|CGD:CAL0000194973|CGD:CAL0000184706|MGI:MGI:96243|CGD:CAL0000184853|MGI:MGI:105384,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20221008,GO_Central,,
Hspa8,GO:0005737,GO_REF:0000033,IBA,PANTHER:PTN002321897|TAIR:locus:2074984|SGD:S000004361|MGI:MGI:95835|UniProtKB:O73885|UniProtKB:P34931|TAIR:locus:2181833|UniProtKB:P11142|UniProtKB:Q8I2X4|SGD:S000000905|SGD:S000000171|UniProtKB:Q6Z7B0|SGD:S000001106|TAIR:locus:2101222|SGD:S000000004|MGI:MGI:99517|WB:WBGene00002005|UniProtKB:P0DMV9|UniProtKB:P0DMV8|UniProtKB:P17066|WB:WBGene00002008|MGI:MGI:105384|MGI:MGI:96244|UniProtKB:Q8IB24|PomBase:SPAC22A12.15c|WB:WBGene00002026|UniProtKB:Q8II24|UniProtKB:Q585X3|RGD:621725|SGD:S000003806|UniProtKB:P08106|UniProtKB:Q27975|SGD:S000000756|PomBase:SPAC664.11|TAIR:locus:2135897|SGD:S000002388|PomBase:SPCC1739.13|CGD:CAL0000184706|RGD:1595925|TAIR:locus:2158834|UniProtKB:P11021|dictyBase:DDB_G0269144|FB:FBgn0001218|TAIR:locus:2181818|TAIR:locus:2144801|PomBase:SPBC1709.05|UniProtKB:P38646|SGD:S000003571|UniProtKB:B9RYP6|UniProtKB:Q0VDF9|UniProtKB:P54652|MGI:MGI:96245|RGD:2843|WB:WBGene00002010|SGD:S000003947,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20240206,GO_Central,,
Hspa8,GO:0031072,GO_REF:0000033,IBA,PANTHER:PTN008570368|UniProtKB:P0DMV9|UniProtKB:P34931|UniProtKB:P17066|UniProtKB:P0DMV8|UniProtKB:P11142|UniProtKB:Q8IB24|RGD:1311806|UniProtKB:K7NTP5,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20230603,GO_Central,,
Hspa8,GO:0005515,PMID:12588994,IPI,PR:P25322,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20031211,MGI,PR:P25322,
Hspa8,GO:0048026,PMID:23636947,IMP,,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20140924,MGI,,
Hspa8,GO:0072318,PMID:20160091,IGI,MGI:MGI:1919935,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20140501,MGI,,
Hspa8,GO:0006457,PMID:12588994,IDA,,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20031211,MGI,,
Hspa8,GO:0005765,GO_REF:0000008,ISO,UniProtKB:P63018,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20151117,MGI,,
Hspa8,GO:0070062,PMID:19724054,IDA,,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20100409,MGI,CL:0000558,
Hspa8,GO:0005515,PMID:12588994,IPI,PR:P30285,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20031211,MGI,PR:P30285,
Hspa8,GO:0005622,PMID:9122205,IDA,,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20081104,MGI,EMAPA:16470,
Hspa8,GO:0005829,PMID:16906134,IDA,,C,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20081016,MGI,CL:0000121,
Hspa8,GO:0061684,GO_REF:0000008,ISO,UniProtKB:P63018,P,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20210210,MGI,,
Hspa8,GO:0005515,PMID:23055941,IPI,PR:E9Q9D5,F,heat shock protein 8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73,protein_coding_gene,NCBITaxon:10090,20131025,MGI,EMAPA:17972|PR:E9Q9D5,
