gene_claim_name,gene_concept_id,Gene_name,interaction_source_db_name,interaction_source_db_version,interaction_type,interaction_score,drug_claim_name,drug_concept_id,drug_name,approved,immunotherapy,anti_neoplastic,Interactor_Type,ATC_Code,ATC_Category
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.044954309,LIFASTUZUMAB VEDOTIN,ncit:C116747,LIFASTUZUMAB VEDOTIN,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.007080439,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE,Known,,Antineoplastic agents
TUBA1B,hgnc:18809,TUBA1B,DTC,5-Jun-23,,0.040522194,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE,Novel,,Antineoplastic agents
AKT1,hgnc:391,AKT1,DTC,5-Jun-23,,0.067405776,TOPOTECAN,rxcui:266573,TOPOTECAN HYDROCHLORIDE,TRUE,FALSE,TRUE,Known,,Antineoplastic agents
TUBB2B,hgnc:30829,TUBB2B,DTC,5-Jun-23,,0.319675089,COMBRETASTATIN A4,drugbank:DB14680,COMBRETASTATIN A4,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.046809567,PLOCABULIN,ncit:C95888,PLOCABULIN,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.031272563,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE,Novel,,Antineoplastic agents
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.030895785,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE,Novel,,Antineoplastic agents
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.008461988,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE,Unknown,,Antineoplastic agents
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.008360036,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE,Both,,Antineoplastic agents
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.008461988,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE,Novel,,Antineoplastic agents
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.068501805,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE,Both,,Epothilones
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.057317837,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE,Known,,Epothilones
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.034250902,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE,Unknown,,Epothilones
HDAC6,hgnc:14064,HDAC6,ChEMBL,32,inhibitor,0.082605118,FIMEPINOSTAT,ncit:C104008,FIMEPINOSTAT,FALSE,FALSE,FALSE,Known,,Histone Deacetylase Inhibitor
AKT1,hgnc:391,AKT1,ChEMBL,32,inhibitor,0.2808574,MK-2201,chembl:CHEMBL3545000,MK-2201,FALSE,FALSE,FALSE,Known,,Protein Kinase Inhibitor
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.044412691,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE,Both,,Antineoplastic agents
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.044954309,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE,Unknown,,Antineoplastic agents
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.044412691,AZINTUXIZUMAB VEDOTIN,ncit:C122816,AZINTUXIZUMAB VEDOTIN,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.03761483,LIFASTUZUMAB VEDOTIN,ncit:C116747,LIFASTUZUMAB VEDOTIN,FALSE,FALSE,FALSE,Known,,Monoclonal Antibody-Drug Conjugate
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.044954309,LIFASTUZUMAB VEDOTIN,ncit:C116747,LIFASTUZUMAB VEDOTIN,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.044954309,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE,Novel,,Antineoplastic agents
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.044954309,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE,Novel,,Antineoplastic agents
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.044954309,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE,Unknown,,Antineoplastic agents
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.50844874,DIFAMILAST,ncit:C169909,DIFAMILAST,FALSE,FALSE,FALSE,Unknown,,Phosphodiesterase 4 Inhibitor
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,modulator,0.047373537,LAROTAXEL,ncit:C48427,LAROTAXEL,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBB,hgnc:20778,TUBB,ChEMBL,32,modulator,0.040122486,PACLITAXEL DOCOSAHEXAENOIC ACID,drugbank:DB05297,PACLITAXEL DOCOSAHEXAENOIC ACID,FALSE,FALSE,FALSE,Known,,Antineoplastic Agent
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,modulator,0.047951263,PACLITAXEL DOCOSAHEXAENOIC ACID,drugbank:DB05297,PACLITAXEL DOCOSAHEXAENOIC ACID,FALSE,FALSE,FALSE,Unknown,,Antineoplastic Agent
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,modulator,0.047951263,LAROTAXEL,ncit:C48427,LAROTAXEL,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,modulator,0.047951263,PACLITAXEL DOCOSAHEXAENOIC ACID,drugbank:DB05297,PACLITAXEL DOCOSAHEXAENOIC ACID,FALSE,FALSE,FALSE,Novel,,Antineoplastic Agent
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.044412691,TUSAMITAMAB RAVTANSINE,ncit:C117229,TUSAMITAMAB RAVTANSINE,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.044954309,TUSAMITAMAB RAVTANSINE,ncit:C117229,TUSAMITAMAB RAVTANSINE,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.044954309,CANTUZUMAB MERTANSINE,ncit:C95782,CANTUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.044954309,CANTUZUMAB MERTANSINE,ncit:C95782,CANTUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.044954309,CANTUZUMAB MERTANSINE,ncit:C95782,CANTUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
CSNK1E,hgnc:2453,CSNK1E,ChEMBL,32,inhibitor,4.915004491,UMBRALISIB TOSYLATE,rxcui:2478438,UMBRALISIB TOSYLATE,TRUE,FALSE,FALSE,Both,,Antineoplastic agents
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.047951263,PLOCABULIN,ncit:C95888,PLOCABULIN,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.042309938,SOBLIDOTIN,ncit:C26672,SOBLIDOTIN,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.042309938,SOBLIDOTIN,ncit:C26672,SOBLIDOTIN,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.047951263,PLOCABULIN,ncit:C95888,PLOCABULIN,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.04180018,SOBLIDOTIN,ncit:C26672,SOBLIDOTIN,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.041302559,SOBLIDOTIN,ncit:C26672,SOBLIDOTIN,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBA1A,hgnc:20766,TUBA1A,DTC,5-Jun-23,,0.088825382,MAYTANSINE,ncit:C626,MAYTANSINE,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
TUBA4A,hgnc:12407,TUBA4A,DTC,5-Jun-23,,0.089908619,MAYTANSINE,ncit:C626,MAYTANSINE,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBB,hgnc:20778,TUBB,DTC,5-Jun-23,,0.075229661,MAYTANSINE,ncit:C626,MAYTANSINE,FALSE,FALSE,FALSE,Known,,Tubulin Inhibitor
TUBA3C,hgnc:12408,TUBA3C,DTC,5-Jun-23,,0.089908619,MAYTANSINE,ncit:C626,MAYTANSINE,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBB4B,hgnc:20771,TUBB4B,DTC,5-Jun-23,,0.139031033,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE,Novel,,Musculo-skeletal system
TUBB2A,hgnc:12412,TUBB2A,DTC,5-Jun-23,,0.137375902,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE,Unknown,,Musculo-skeletal system
TUBB4A,hgnc:20774,TUBB4A,DTC,5-Jun-23,,0.140726534,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE,Novel,,Musculo-skeletal system
TUBA1B,hgnc:18809,TUBA1B,DTC,5-Jun-23,,0.319675089,COMBRETASTATIN A4,drugbank:DB14680,COMBRETASTATIN A4,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBB,hgnc:20778,TUBB,DTC,5-Jun-23,,0.267483238,COMBRETASTATIN A4,drugbank:DB14680,COMBRETASTATIN A4,FALSE,FALSE,FALSE,Known,,Tubulin Inhibitor
TUBB4B,hgnc:20771,TUBB4B,DTC,5-Jun-23,,0.315823582,COMBRETASTATIN A4,drugbank:DB14680,COMBRETASTATIN A4,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBB3,hgnc:20772,TUBB3,DTC,5-Jun-23,,0.319675089,COMBRETASTATIN A4,drugbank:DB14680,COMBRETASTATIN A4,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
TUBB4B,hgnc:20771,TUBB4B,DTC,5-Jun-23,,0.040033975,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE,Novel,,Antineoplastic agents
TUBA1C,hgnc:20768,TUBA1C,DTC,5-Jun-23,,0.089908619,MAYTANSINOL,chembl:CHEMBL214154,MAYTANSINOL,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
HDAC6,hgnc:14064,HDAC6,DTC,5-Jun-23,,0.255324909,BUTYRYLHYDROXAMIC ACID,chembl:CHEMBL1672332,BUTYRYLHYDROXAMIC ACID,FALSE,FALSE,FALSE,Known,,Histone Deacetylase Inhibitor
GSK3B,hgnc:4617,GSK3B,DTC,5-Jun-23,,2.621335729,BETA-SITOSTEROL,ncit:C63662,BETA-SITOSTEROL,FALSE,FALSE,FALSE,Known,,Natural Product
AKT1,hgnc:391,AKT1,PharmGKB,5-Jun-23,,0.023404783,desipramine,rxcui:3247,DESIPRAMINE,TRUE,FALSE,FALSE,Known,,Antidepressants
AKT1,hgnc:391,AKT1,PharmGKB,5-Jun-23,,0.024781535,amitriptyline,rxcui:203168,AMITRIPTYLINE HYDROCHLORIDE,TRUE,FALSE,FALSE,Known,,Antidepressants
UNIPROT:Q13509,hgnc:20772,TUBB3,TdgClinicalTrial,14-Jan,,0.068501805,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE,Both,,Epothilones
UNIPROT:Q9UBN7,hgnc:14064,HDAC6,TdgClinicalTrial,14-Jan,,0.127662454,PRACINOSTAT,ncit:C71708,PRACINOSTAT,FALSE,FALSE,TRUE,Known,,Histone Deacetylase Inhibitor
UNIPROT:Q08493,hgnc:8782,PDE4C,TEND,1-Aug-11,,0.871626412,DYPHYLLINE,rxcui:3714,DYPHYLLINE,TRUE,FALSE,FALSE,Unknown,,Xanthine Derivative (Bronchodilator)
RAC-ALPHA SERINE/THREONINE-PROTEIN KINASE,hgnc:391,AKT1,TTD,2020.06.01,,0.16851444,CI-1033,ncit:C1880,CANERTINIB DIHYDROCHLORIDE,FALSE,FALSE,FALSE,Known,,EGFR Tyrosine Kinase Inhibitor
EUKARYOTIC ELONGATION FACTOR 2 KINASE,hgnc:24615,EEF2K,TTD,2020.06.01,,2.268463611,Lapatinib,rxcui:480167,LAPATINIB,TRUE,FALSE,TRUE,Unknown,,EGFR and HER2 Inhibitor
SEQUESTOSOME-1 P62,hgnc:11280,SQSTM1,TTD,2020.06.01,,58.9800539,IMX-942,chembl:CHEMBL3545314,DUSQUETIDE,FALSE,FALSE,FALSE,Known,,Immunomodulator
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.047373537,PLOCABULIN,ncit:C95888,PLOCABULIN,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.044412691,LIFASTUZUMAB VEDOTIN,ncit:C116747,LIFASTUZUMAB VEDOTIN,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,modulator,0.047951263,LAROTAXEL,ncit:C48427,LAROTAXEL,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.044954309,TUSAMITAMAB RAVTANSINE,ncit:C117229,TUSAMITAMAB RAVTANSINE,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.021699799,INDIRUBIN-3-MONOXIME,drugbank:DB02052,INDIRUBIN-3'-MONOXIME,FALSE,FALSE,FALSE,Both,,CDK Inhibitor
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,modulator,0.046809567,PACLITAXEL DOCOSAHEXAENOIC ACID,drugbank:DB05297,PACLITAXEL DOCOSAHEXAENOIC ACID,FALSE,FALSE,FALSE,Unknown,,Antineoplastic Agent
GSK3B,hgnc:4617,GSK3B,DTC,5-Jun-23,,0.131066786,AZAKENPAULLONE,iuphar.ligand:8018,1-AZAKENPAULLONE,FALSE,FALSE,FALSE,Known,,CDK Inhibitor
RAC-ALPHA SERINE/THREONINE-PROTEIN KINASE,hgnc:391,AKT1,TTD,2020.06.01,,0.2808574,ARQ 751,ncit:C128250,PAN-AKT INHIBITOR ARQ751,FALSE,FALSE,FALSE,Known,,Protein Kinase Inhibitor
TUBB2B,hgnc:30829,TUBB2B,DTC,5-Jun-23,,0.040522194,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE,Both,,Antineoplastic agents
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.033435405,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE,Unknown,,Epothilones
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.040122486,PLOCABULIN,ncit:C95888,PLOCABULIN,FALSE,FALSE,FALSE,Known,,Tubulin Inhibitor
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.03761483,AZINTUXIZUMAB VEDOTIN,ncit:C122816,AZINTUXIZUMAB VEDOTIN,FALSE,FALSE,FALSE,Known,,Monoclonal Antibody-Drug Conjugate
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.03761483,CANTUZUMAB MERTANSINE,ncit:C95782,CANTUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Known,,Monoclonal Antibody-Drug Conjugate
GSK3B,hgnc:4617,GSK3B,DTC,5-Jun-23,,0.030480648,GO-6976,drugbank:DB17029,GO-6976,FALSE,FALSE,FALSE,Known,,Protein Kinase C Inhibitor
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.50844874,ROFLUMILAST,rxcui:1091836,ROFLUMILAST,TRUE,FALSE,FALSE,Unknown,,Phosphodiesterase 4 Inhibitor
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.031272563,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE,Unknown,,Antineoplastic agents
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.031272563,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE,Unknown,,Antineoplastic agents
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.031272563,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE,Novel,,Antineoplastic agents
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.026166838,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE,Known,,Antineoplastic agents
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.008360036,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE,Novel,,Antineoplastic agents
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.008461988,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE,Novel,,Antineoplastic agents
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.033838241,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE,Novel,,Epothilones
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.034250902,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE,Novel,,Epothilones
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.034250902,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE,Unknown,,Epothilones
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.059817499,PENTOXIFYLLINE,rxcui:8013,PENTOXIFYLLINE,TRUE,FALSE,FALSE,Unknown,,Phosphodiesterase Inhibitor
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.044954309,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE,Both,,Antineoplastic agents
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.044954309,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE,Novel,,Antineoplastic agents
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.03761483,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE,Known,,Antineoplastic agents
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.044954309,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE,Novel,,Antineoplastic agents
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.044954309,AZINTUXIZUMAB VEDOTIN,ncit:C122816,AZINTUXIZUMAB VEDOTIN,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.044954309,AZINTUXIZUMAB VEDOTIN,ncit:C122816,AZINTUXIZUMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.044954309,AZINTUXIZUMAB VEDOTIN,ncit:C122816,AZINTUXIZUMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.044954309,LIFASTUZUMAB VEDOTIN,ncit:C116747,LIFASTUZUMAB VEDOTIN,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.044954309,LIFASTUZUMAB VEDOTIN,ncit:C116747,LIFASTUZUMAB VEDOTIN,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.044412691,LIFASTUZUMAB VEDOTIN,ncit:C116747,LIFASTUZUMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.044954309,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE,Both,,Antineoplastic agents
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.044954309,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE,Both,,Antineoplastic agents
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,modulator,0.047951263,LAROTAXEL,ncit:C48427,LAROTAXEL,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,modulator,0.047951263,LAROTAXEL,ncit:C48427,LAROTAXEL,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,modulator,0.047951263,LAROTAXEL,ncit:C48427,LAROTAXEL,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.043883969,TUSAMITAMAB RAVTANSINE,ncit:C117229,TUSAMITAMAB RAVTANSINE,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.044954309,CANTUZUMAB MERTANSINE,ncit:C95782,CANTUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.044954309,CANTUZUMAB MERTANSINE,ncit:C95782,CANTUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.047951263,PLOCABULIN,ncit:C95888,PLOCABULIN,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.042309938,SOBLIDOTIN,ncit:C26672,SOBLIDOTIN,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.047373537,PLOCABULIN,ncit:C95888,PLOCABULIN,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
AKT1,hgnc:391,AKT1,ClearityFoundationClinicalTrial,15-Jun-13,inhibitor,0.2808574,MK2206,ncit:C90581,AKT INHIBITOR MK2206,FALSE,FALSE,TRUE,Known,,Protein Kinase Inhibitor
TUBA1C,hgnc:20768,TUBA1C,DTC,5-Jun-23,,0.089908619,MAYTANSINE,ncit:C626,MAYTANSINE,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBB2B,hgnc:30829,TUBB2B,DTC,5-Jun-23,,0.089908619,MAYTANSINE,ncit:C626,MAYTANSINE,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
TUBA3D,hgnc:24071,TUBA3D,DTC,5-Jun-23,,0.351071749,MAYTANSINE,ncit:C626,MAYTANSINE,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBA3D,hgnc:24071,TUBA3D,DTC,5-Jun-23,,0.488447651,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE,Novel,,Musculo-skeletal system
TUBB,hgnc:20778,TUBB,DTC,5-Jun-23,,0.130834192,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE,Known,,Musculo-skeletal system
TUBA3C,hgnc:12408,TUBA3C,DTC,5-Jun-23,,0.140726534,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE,Unknown,,Musculo-skeletal system
AKT1,hgnc:391,AKT1,DTC,5-Jun-23,,0.039189405,LOVASTATIN,rxcui:6472,LOVASTATIN,TRUE,FALSE,TRUE,Known,,Lipid modifying agents
TUBA1A,hgnc:20766,TUBA1A,DTC,5-Jun-23,,0.315823582,COMBRETASTATIN A4,drugbank:DB14680,COMBRETASTATIN A4,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
TUBB4A,hgnc:20774,TUBB4A,DTC,5-Jun-23,,0.319675089,COMBRETASTATIN A4,drugbank:DB14680,COMBRETASTATIN A4,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBA3C,hgnc:12408,TUBA3C,DTC,5-Jun-23,,0.319675089,COMBRETASTATIN A4,drugbank:DB14680,COMBRETASTATIN A4,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBA1C,hgnc:20768,TUBA1C,DTC,5-Jun-23,,0.319675089,COMBRETASTATIN A4,drugbank:DB14680,COMBRETASTATIN A4,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBA1C,hgnc:20768,TUBA1C,DTC,5-Jun-23,,0.040522194,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE,Novel,,Antineoplastic agents
HDAC6,hgnc:14064,HDAC6,DTC,5-Jun-23,,0.100306214,VALPROIC ACID,rxcui:11118,VALPROIC ACID,TRUE,FALSE,TRUE,Known,,Antiepileptics
TUBB2B,hgnc:30829,TUBB2B,DTC,5-Jun-23,,0.089908619,MAYTANSINOL,chembl:CHEMBL214154,MAYTANSINOL,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
