ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0010763,positive regulation of fibroblast migration,1/90,15/18866,0.069241298,0.160396577,0.109418944,AKT1,1
GO:0020027,hemoglobin metabolic process,1/90,15/18866,0.069241298,0.160396577,0.109418944,HIF1A,1
GO:0030238,male sex determination,1/90,15/18866,0.069241298,0.160396577,0.109418944,AR,1
GO:0034638,phosphatidylcholine catabolic process,1/90,15/18866,0.069241298,0.160396577,0.109418944,APOC1,1
GO:0035635,entry of bacterium into host cell,1/90,15/18866,0.069241298,0.160396577,0.109418944,CTNNB1,1
GO:0044406,adhesion of symbiont to host,1/90,15/18866,0.069241298,0.160396577,0.109418944,HSP90AB1,1
GO:0045064,T-helper 2 cell differentiation,1/90,15/18866,0.069241298,0.160396577,0.109418944,ANXA1,1
GO:0046606,negative regulation of centrosome cycle,1/90,15/18866,0.069241298,0.160396577,0.109418944,CDK5RAP2,1
GO:0048308,organelle inheritance,1/90,15/18866,0.069241298,0.160396577,0.109418944,CDK1,1
GO:0048313,Golgi inheritance,1/90,15/18866,0.069241298,0.160396577,0.109418944,CDK1,1
GO:0051299,centrosome separation,1/90,15/18866,0.069241298,0.160396577,0.109418944,AURKA,1
GO:0070365,hepatocyte differentiation,1/90,15/18866,0.069241298,0.160396577,0.109418944,ANXA1,1
GO:0070831,basement membrane assembly,1/90,15/18866,0.069241298,0.160396577,0.109418944,CLASP1,1
GO:0070885,negative regulation of calcineurin-NFAT signaling cascade,1/90,15/18866,0.069241298,0.160396577,0.109418944,GSK3B,1
GO:0072160,nephron tubule epithelial cell differentiation,1/90,15/18866,0.069241298,0.160396577,0.109418944,CTNNB1,1
GO:0072498,embryonic skeletal joint development,1/90,15/18866,0.069241298,0.160396577,0.109418944,CTNNB1,1
GO:0090594,inflammatory response to wounding,1/90,15/18866,0.069241298,0.160396577,0.109418944,HIF1A,1
GO:0106057,negative regulation of calcineurin-mediated signaling,1/90,15/18866,0.069241298,0.160396577,0.109418944,GSK3B,1
GO:1900119,positive regulation of execution phase of apoptosis,1/90,15/18866,0.069241298,0.160396577,0.109418944,HSF1,1
GO:1903543,positive regulation of exosomal secretion,1/90,15/18866,0.069241298,0.160396577,0.109418944,HGS,1
GO:1903960,negative regulation of anion transmembrane transport,1/90,15/18866,0.069241298,0.160396577,0.109418944,AKT1,1
GO:1904923,regulation of autophagy of mitochondrion in response to mitochondrial depolarization,1/90,15/18866,0.069241298,0.160396577,0.109418944,HDAC6,1
GO:2000402,negative regulation of lymphocyte migration,1/90,15/18866,0.069241298,0.160396577,0.109418944,AKT1,1
GO:0099504,synaptic vesicle cycle,3/90,199/18866,0.06980505,0.16131108,0.110042797,CTNNB1/GSK3B/PSEN1,3
GO:0001843,neural tube closure,2/90,91/18866,0.070155319,0.16131108,0.110042797,PRKACA/PRKACB,2
GO:0015914,phospholipid transport,2/90,91/18866,0.070155319,0.16131108,0.110042797,ANO3/APOC1,2
GO:0045921,positive regulation of exocytosis,2/90,91/18866,0.070155319,0.16131108,0.110042797,CLASP1/HGS,2
GO:0048477,oogenesis,2/90,91/18866,0.070155319,0.16131108,0.110042797,AURKA/CTNNB1,2
GO:0051492,regulation of stress fiber assembly,2/90,91/18866,0.070155319,0.16131108,0.110042797,CCDC88A/CLASP1,2
GO:0097306,cellular response to alcohol,2/90,91/18866,0.070155319,0.16131108,0.110042797,AKT1/CTNNB1,2
GO:1901379,regulation of potassium ion transmembrane transport,2/90,91/18866,0.070155319,0.16131108,0.110042797,AKAP9/YWHAE,2
GO:2000177,regulation of neural precursor cell proliferation,2/90,91/18866,0.070155319,0.16131108,0.110042797,CTNNB1/HIF1A,2
GO:1901654,response to ketone,3/90,200/18866,0.070633077,0.162276158,0.110701151,AKT1/AR/HSF1,3
GO:0031099,regeneration,3/90,201/18866,0.07146557,0.163994957,0.111873677,ANXA1/AURKA/CDK1,3
GO:0060606,tube closure,2/90,92/18866,0.071498517,0.163994957,0.111873677,PRKACA/PRKACB,2
GO:0006898,receptor-mediated endocytosis,4/90,328/18866,0.07188003,0.164734889,0.112378442,HSP90AA1/AP1G2/APOC1/HSP90B1,4
GO:0052547,regulation of peptidase activity,5/90,466/18866,0.072088717,0.164950575,0.112525578,AKT1/ANXA8/APP/HSF1/YWHAE,5
GO:0061097,regulation of protein tyrosine kinase activity,2/90,93/18866,0.072850109,0.164950575,0.112525578,APP/PSEN1,2
GO:0072080,nephron tubule development,2/90,93/18866,0.072850109,0.164950575,0.112525578,CTNNB1/CTNNBIP1,2
GO:1904894,positive regulation of receptor signaling pathway via STAT,2/90,93/18866,0.072850109,0.164950575,0.112525578,CLCF1/HSF1,2
GO:2000117,negative regulation of cysteine-type endopeptidase activity,2/90,93/18866,0.072850109,0.164950575,0.112525578,AKT1/YWHAE,2
GO:0016570,histone modification,5/90,468/18866,0.073126296,0.164950575,0.112525578,AURKA/CDK1/CTNNB1/HDAC5/HDAC6,5
GO:0001780,neutrophil homeostasis,1/90,16/18866,0.073685003,0.164950575,0.112525578,ANXA1,1
GO:0002070,epithelial cell maturation,1/90,16/18866,0.073685003,0.164950575,0.112525578,HIF1A,1
GO:0035864,response to potassium ion,1/90,16/18866,0.073685003,0.164950575,0.112525578,HSF1,1
GO:0045725,positive regulation of glycogen biosynthetic process,1/90,16/18866,0.073685003,0.164950575,0.112525578,AKT1,1
GO:0045838,positive regulation of membrane potential,1/90,16/18866,0.073685003,0.164950575,0.112525578,AKT1,1
GO:0048311,mitochondrion distribution,1/90,16/18866,0.073685003,0.164950575,0.112525578,HAP1,1
GO:0048820,hair follicle maturation,1/90,16/18866,0.073685003,0.164950575,0.112525578,CTNNB1,1
GO:0051014,actin filament severing,1/90,16/18866,0.073685003,0.164950575,0.112525578,AVIL,1
GO:0051444,negative regulation of ubiquitin-protein transferase activity,1/90,16/18866,0.073685003,0.164950575,0.112525578,PSEN1,1
GO:0051447,negative regulation of meiotic cell cycle,1/90,16/18866,0.073685003,0.164950575,0.112525578,PRKACB,1
GO:0060576,intestinal epithelial cell development,1/90,16/18866,0.073685003,0.164950575,0.112525578,HIF1A,1
GO:0061548,ganglion development,1/90,16/18866,0.073685003,0.164950575,0.112525578,CTNNB1,1
GO:0071380,cellular response to prostaglandin E stimulus,1/90,16/18866,0.073685003,0.164950575,0.112525578,AKT1,1
GO:0071391,cellular response to estrogen stimulus,1/90,16/18866,0.073685003,0.164950575,0.112525578,AR,1
GO:0071599,otic vesicle development,1/90,16/18866,0.073685003,0.164950575,0.112525578,CEP290,1
GO:0071871,response to epinephrine,1/90,16/18866,0.073685003,0.164950575,0.112525578,PRKACA,1
GO:0072283,metanephric renal vesicle morphogenesis,1/90,16/18866,0.073685003,0.164950575,0.112525578,CTNNB1,1
GO:0090083,regulation of inclusion body assembly,1/90,16/18866,0.073685003,0.164950575,0.112525578,HSF1,1
GO:0097091,synaptic vesicle clustering,1/90,16/18866,0.073685003,0.164950575,0.112525578,CTNNB1,1
GO:1901201,regulation of extracellular matrix assembly,1/90,16/18866,0.073685003,0.164950575,0.112525578,CLASP1,1
GO:1903358,regulation of Golgi organization,1/90,16/18866,0.073685003,0.164950575,0.112525578,AKAP9,1
GO:1903541,regulation of exosomal secretion,1/90,16/18866,0.073685003,0.164950575,0.112525578,HGS,1
GO:1903729,regulation of plasma membrane organization,1/90,16/18866,0.073685003,0.164950575,0.112525578,AR,1
GO:0051168,nuclear export,3/90,204/18866,0.073989658,0.165367773,0.112810182,GSK3B/PRKACA/YWHAE,3
GO:1903708,positive regulation of hemopoiesis,3/90,204/18866,0.073989658,0.165367773,0.112810182,ANXA1/CTNNBIP1/HIF1A,3
GO:0045778,positive regulation of ossification,2/90,94/18866,0.074209988,0.165595472,0.112965513,CTNNB1/CTNNBIP1,2
GO:0060993,kidney morphogenesis,2/90,94/18866,0.074209988,0.165595472,0.112965513,CTNNB1/CTNNBIP1,2
GO:0061326,renal tubule development,2/90,95/18866,0.075578046,0.168379455,0.114864683,CTNNB1/CTNNBIP1,2
GO:0097194,execution phase of apoptosis,2/90,95/18866,0.075578046,0.168379455,0.114864683,AKT1/HSF1,2
GO:0071383,cellular response to steroid hormone stimulus,3/90,206/18866,0.075694375,0.168504357,0.114949889,ANXA1/AR/HDAC6,3
GO:1901343,negative regulation of vasculature development,3/90,207/18866,0.076553274,0.169662128,0.115739694,CTNNB1/HDAC5/HGS,3
GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,2/90,96/18866,0.076954176,0.169662128,0.115739694,AURKA/CDK1,2
GO:0030317,flagellated sperm motility,2/90,96/18866,0.076954176,0.169662128,0.115739694,CCDC39/CCDC40,2
GO:0097722,sperm motility,2/90,96/18866,0.076954176,0.169662128,0.115739694,CCDC39/CCDC40,2
GO:0048285,organelle fission,5/90,476/18866,0.077358836,0.169662128,0.115739694,AURKA/CDK1/CDK5RAP2/CLASP1/HSF1,5
GO:0045766,positive regulation of angiogenesis,3/90,208/18866,0.07741651,0.169662128,0.115739694,ANXA1/HIF1A/HIPK1,3
GO:0061013,regulation of mRNA catabolic process,3/90,208/18866,0.07741651,0.169662128,0.115739694,AKT1/HSPA8/YWHAB,3
GO:0071222,cellular response to lipopolysaccharide,3/90,208/18866,0.07741651,0.169662128,0.115739694,AKT1/HDAC5/HSF1,3
GO:0006896,Golgi to vacuole transport,1/90,17/18866,0.078107727,0.169662128,0.115739694,AP1G2,1
GO:0009299,mRNA transcription,1/90,17/18866,0.078107727,0.169662128,0.115739694,HSF1,1
GO:0010715,regulation of extracellular matrix disassembly,1/90,17/18866,0.078107727,0.169662128,0.115739694,CLASP1,1
GO:0030949,positive regulation of vascular endothelial growth factor receptor signaling pathway,1/90,17/18866,0.078107727,0.169662128,0.115739694,HIF1A,1
GO:0042249,establishment of planar polarity of embryonic epithelium,1/90,17/18866,0.078107727,0.169662128,0.115739694,PAFAH1B1,1
GO:0044539,long-chain fatty acid import into cell,1/90,17/18866,0.078107727,0.169662128,0.115739694,AKT1,1
GO:0045623,negative regulation of T-helper cell differentiation,1/90,17/18866,0.078107727,0.169662128,0.115739694,ANXA1,1
GO:0055012,ventricular cardiac muscle cell differentiation,1/90,17/18866,0.078107727,0.169662128,0.115739694,CDK1,1
GO:0055070,copper ion homeostasis,1/90,17/18866,0.078107727,0.169662128,0.115739694,APP,1
GO:0070242,thymocyte apoptotic process,1/90,17/18866,0.078107727,0.169662128,0.115739694,HIF1A,1
GO:0070875,positive regulation of glycogen metabolic process,1/90,17/18866,0.078107727,0.169662128,0.115739694,AKT1,1
GO:0090185,negative regulation of kidney development,1/90,17/18866,0.078107727,0.169662128,0.115739694,CTNNB1,1
GO:0098962,regulation of postsynaptic neurotransmitter receptor activity,1/90,17/18866,0.078107727,0.169662128,0.115739694,AKAP9,1
GO:0140354,lipid import into cell,1/90,17/18866,0.078107727,0.169662128,0.115739694,AKT1,1
GO:1900363,regulation of mRNA polyadenylation,1/90,17/18866,0.078107727,0.169662128,0.115739694,HSF1,1
GO:1902992,negative regulation of amyloid precursor protein catabolic process,1/90,17/18866,0.078107727,0.169662128,0.115739694,HAP1,1
GO:1903209,positive regulation of oxidative stress-induced cell death,1/90,17/18866,0.078107727,0.169662128,0.115739694,HDAC6,1
GO:2000136,regulation of cell proliferation involved in heart morphogenesis,1/90,17/18866,0.078107727,0.169662128,0.115739694,CTNNB1,1
GO:0009612,response to mechanical stimulus,3/90,209/18866,0.078284062,0.169662128,0.115739694,AKT1/ANO3/HTT,3
GO:0040029,"regulation of gene expression, epigenetic",3/90,209/18866,0.078284062,0.169662128,0.115739694,CTNNB1/HDAC5/HDAC6,3
GO:0006476,protein deacetylation,2/90,97/18866,0.078338271,0.169662128,0.115739694,HDAC5/HDAC6,2
GO:0030516,regulation of axon extension,2/90,97/18866,0.078338271,0.169662128,0.115739694,GSK3B/PAFAH1B1,2
GO:0071674,mononuclear cell migration,2/90,97/18866,0.078338271,0.169662128,0.115739694,ANXA1/CCL1,2
GO:1901216,positive regulation of neuron death,2/90,97/18866,0.078338271,0.169662128,0.115739694,CTNNB1/GSK3B,2
GO:1901655,cellular response to ketone,2/90,97/18866,0.078338271,0.169662128,0.115739694,AKT1/AR,2
GO:1990868,response to chemokine,2/90,97/18866,0.078338271,0.169662128,0.115739694,CCL1/HIF1A,2
GO:1990869,cellular response to chemokine,2/90,97/18866,0.078338271,0.169662128,0.115739694,CCL1/HIF1A,2
GO:1990778,protein localization to cell periphery,4/90,340/18866,0.079636981,0.172010584,0.117341758,AKT1/AR/CCDC88A/SQSTM1,4
GO:0001657,ureteric bud development,2/90,98/18866,0.079730228,0.172010584,0.117341758,CTNNB1/CTNNBIP1,2
GO:0006942,regulation of striated muscle contraction,2/90,98/18866,0.079730228,0.172010584,0.117341758,AKAP9/PRKACA,2
GO:0030316,osteoclast differentiation,2/90,98/18866,0.079730228,0.172010584,0.117341758,CTNNB1/PAFAH1B1,2
GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,2/90,98/18866,0.079730228,0.172010584,0.117341758,AKT1/HIF1A,2
GO:0016569,covalent chromatin modification,5/90,481/18866,0.080070688,0.172611908,0.117751968,AURKA/CDK1/CTNNB1/HDAC5/HDAC6,5
GO:0006626,protein targeting to mitochondrion,2/90,99/18866,0.08112994,0.173456205,0.118327928,HSP90AA1/HSPA1L,2
GO:0010717,regulation of epithelial to mesenchymal transition,2/90,99/18866,0.08112994,0.173456205,0.118327928,CLASP1/CTNNB1,2
GO:0043255,regulation of carbohydrate biosynthetic process,2/90,99/18866,0.08112994,0.173456205,0.118327928,AKT1/GSK3B,2
GO:0072163,mesonephric epithelium development,2/90,99/18866,0.08112994,0.173456205,0.118327928,CTNNB1/CTNNBIP1,2
GO:0072164,mesonephric tubule development,2/90,99/18866,0.08112994,0.173456205,0.118327928,CTNNB1/CTNNBIP1,2
GO:0051051,negative regulation of transport,5/90,483/18866,0.081169687,0.173456205,0.118327928,AKT1/ANXA1/APOC1/YWHAE/YWHAQ,5
GO:0007596,blood coagulation,4/90,343/18866,0.081639421,0.173456205,0.118327928,ANXA8/PRKACA/PRKACB/PRKACG,4
GO:0007254,JNK cascade,3/90,213/18866,0.081797053,0.173456205,0.118327928,AKT1/APP/PAFAH1B1,3
GO:0045089,positive regulation of innate immune response,3/90,213/18866,0.081797053,0.173456205,0.118327928,PRKACA/PRKACB/PRKACG,3
GO:1903311,regulation of mRNA metabolic process,4/90,344/18866,0.082312458,0.173456205,0.118327928,AKT1/HSF1/HSPA8/YWHAB,4
GO:0001675,acrosome assembly,1/90,18/18866,0.082509568,0.173456205,0.118327928,PAFAH1B1,1
GO:0010832,negative regulation of myotube differentiation,1/90,18/18866,0.082509568,0.173456205,0.118327928,HDAC5,1
GO:0017121,plasma membrane phospholipid scrambling,1/90,18/18866,0.082509568,0.173456205,0.118327928,ANO3,1
GO:0031293,membrane protein intracellular domain proteolysis,1/90,18/18866,0.082509568,0.173456205,0.118327928,PSEN1,1
GO:0032740,positive regulation of interleukin-17 production,1/90,18/18866,0.082509568,0.173456205,0.118327928,CCL1,1
GO:0034375,high-density lipoprotein particle remodeling,1/90,18/18866,0.082509568,0.173456205,0.118327928,APOC1,1
GO:0034433,steroid esterification,1/90,18/18866,0.082509568,0.173456205,0.118327928,APOC1,1
GO:0034434,sterol esterification,1/90,18/18866,0.082509568,0.173456205,0.118327928,APOC1,1
GO:0034435,cholesterol esterification,1/90,18/18866,0.082509568,0.173456205,0.118327928,APOC1,1
GO:0034501,protein localization to kinetochore,1/90,18/18866,0.082509568,0.173456205,0.118327928,CDK1,1
GO:0035313,"wound healing, spreading of epidermal cells",1/90,18/18866,0.082509568,0.173456205,0.118327928,CLASP1,1
GO:0036035,osteoclast development,1/90,18/18866,0.082509568,0.173456205,0.118327928,PAFAH1B1,1
GO:0043011,myeloid dendritic cell differentiation,1/90,18/18866,0.082509568,0.173456205,0.118327928,PSEN1,1
GO:0043217,myelin maintenance,1/90,18/18866,0.082509568,0.173456205,0.118327928,AKT1,1
GO:0044827,modulation by host of viral genome replication,1/90,18/18866,0.082509568,0.173456205,0.118327928,HSPA8,1
GO:0046885,regulation of hormone biosynthetic process,1/90,18/18866,0.082509568,0.173456205,0.118327928,HIF1A,1
GO:0051571,positive regulation of histone H3-K4 methylation,1/90,18/18866,0.082509568,0.173456205,0.118327928,CTNNB1,1
GO:0061298,retina vasculature development in camera-type eye,1/90,18/18866,0.082509568,0.173456205,0.118327928,HIF1A,1
GO:0061323,cell proliferation involved in heart morphogenesis,1/90,18/18866,0.082509568,0.173456205,0.118327928,CTNNB1,1
GO:0071318,cellular response to ATP,1/90,18/18866,0.082509568,0.173456205,0.118327928,HSP90B1,1
GO:0072079,nephron tubule formation,1/90,18/18866,0.082509568,0.173456205,0.118327928,CTNNB1,1
GO:1901524,regulation of mitophagy,1/90,18/18866,0.082509568,0.173456205,0.118327928,HDAC6,1
GO:1902074,response to salt,1/90,18/18866,0.082509568,0.173456205,0.118327928,HSF1,1
GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,3/90,215/18866,0.083578946,0.175572302,0.119771482,AKT1/HSF1/YWHAE,3
GO:0015908,fatty acid transport,2/90,101/18866,0.08395222,0.175696412,0.119856147,AKT1/ANXA1,2
GO:0031124,mRNA 3'-end processing,2/90,101/18866,0.08395222,0.175696412,0.119856147,APP/HSF1,2
GO:0044264,cellular polysaccharide metabolic process,2/90,101/18866,0.08395222,0.175696412,0.119856147,AKT1/GSK3B,2
GO:0044773,mitotic DNA damage checkpoint,2/90,101/18866,0.08395222,0.175696412,0.119856147,AURKA/CDK1,2
GO:0045639,positive regulation of myeloid cell differentiation,2/90,101/18866,0.08395222,0.175696412,0.119856147,CTNNBIP1/HIF1A,2
GO:0007599,hemostasis,4/90,348/18866,0.085032232,0.177823576,0.121307251,ANXA8/PRKACA/PRKACB/PRKACG,4
GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,2/90,102/18866,0.085374582,0.178272838,0.121613728,AKT1/CKS1B,2
GO:0110020,regulation of actomyosin structure organization,2/90,102/18866,0.085374582,0.178272838,0.121613728,CCDC88A/CLASP1,2
GO:0001823,mesonephros development,2/90,103/18866,0.08680429,0.179428497,0.122402092,CTNNB1/CTNNBIP1,2
GO:0003159,morphogenesis of an endothelium,1/90,19/18866,0.086890624,0.179428497,0.122402092,CTNNB1,1
GO:0010985,negative regulation of lipoprotein particle clearance,1/90,19/18866,0.086890624,0.179428497,0.122402092,APOC1,1
GO:0030011,maintenance of cell polarity,1/90,19/18866,0.086890624,0.179428497,0.122402092,GSK3B,1
GO:0036158,outer dynein arm assembly,1/90,19/18866,0.086890624,0.179428497,0.122402092,CCDC63,1
GO:0045063,T-helper 1 cell differentiation,1/90,19/18866,0.086890624,0.179428497,0.122402092,ANXA1,1
GO:0046485,ether lipid metabolic process,1/90,19/18866,0.086890624,0.179428497,0.122402092,PAFAH1B1,1
GO:0048245,eosinophil chemotaxis,1/90,19/18866,0.086890624,0.179428497,0.122402092,CCL1,1
GO:0060438,trachea development,1/90,19/18866,0.086890624,0.179428497,0.122402092,CTNNB1,1
GO:0061154,endothelial tube morphogenesis,1/90,19/18866,0.086890624,0.179428497,0.122402092,CTNNB1,1
GO:0070233,negative regulation of T cell apoptotic process,1/90,19/18866,0.086890624,0.179428497,0.122402092,HIF1A,1
GO:0072077,renal vesicle morphogenesis,1/90,19/18866,0.086890624,0.179428497,0.122402092,CTNNB1,1
GO:0090026,positive regulation of monocyte chemotaxis,1/90,19/18866,0.086890624,0.179428497,0.122402092,CCL1,1
GO:1990182,exosomal secretion,1/90,19/18866,0.086890624,0.179428497,0.122402092,HGS,1
GO:2000696,regulation of epithelial cell differentiation involved in kidney development,1/90,19/18866,0.086890624,0.179428497,0.122402092,CTNNB1,1
GO:0000075,cell cycle checkpoint,3/90,219/18866,0.08719274,0.179654311,0.122556137,AURKA/CDK1/CDK5RAP2,3
GO:0030178,negative regulation of Wnt signaling pathway,3/90,219/18866,0.08719274,0.179654311,0.122556137,CSNK1A1/CTNNBIP1/GSK3B,3
GO:0050670,regulation of lymphocyte proliferation,3/90,219/18866,0.08719274,0.179654311,0.122556137,ANXA1/CLCF1/CTNNB1,3
GO:0099003,vesicle-mediated transport in synapse,3/90,220/18866,0.08810649,0.181403348,0.123749291,CTNNB1/GSK3B/PSEN1,3
GO:0032231,regulation of actin filament bundle assembly,2/90,104/18866,0.088241243,0.181413615,0.123756295,CCDC88A/CLASP1,2
GO:0043279,response to alkaloid,2/90,104/18866,0.088241243,0.181413615,0.123756295,HDAC5/HSP90AB1,2
GO:0032944,regulation of mononuclear cell proliferation,3/90,221/18866,0.089024321,0.182889053,0.124762806,ANXA1/CLCF1/CTNNB1,3
GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,2/90,105/18866,0.089685343,0.183572634,0.125229129,ANXA1/CLCF1,2
GO:0021549,cerebellum development,2/90,105/18866,0.089685343,0.183572634,0.125229129,HAP1/PSEN1,2
GO:0044070,regulation of anion transport,2/90,105/18866,0.089685343,0.183572634,0.125229129,AKT1/PSEN1,2
GO:0062014,negative regulation of small molecule metabolic process,2/90,105/18866,0.089685343,0.183572634,0.125229129,AKT1/APOC1,2
GO:1902106,negative regulation of leukocyte differentiation,2/90,105/18866,0.089685343,0.183572634,0.125229129,ANXA1/CTNNB1,2
GO:0071219,cellular response to molecule of bacterial origin,3/90,222/18866,0.089946212,0.183971915,0.12550151,AKT1/HDAC5/HSF1,3
GO:0022604,regulation of cell morphogenesis,5/90,499/18866,0.090252479,0.184082086,0.125576666,ANXA1/EEF2K/GSK3B/PAFAH1B1/PSEN1,5
GO:0016485,protein processing,3/90,223/18866,0.090872142,0.184082086,0.125576666,PRKACA/PRKACB/PSEN1,3
GO:0030038,contractile actin filament bundle assembly,2/90,106/18866,0.091136489,0.184082086,0.125576666,CCDC88A/CLASP1,2
GO:0043149,stress fiber assembly,2/90,106/18866,0.091136489,0.184082086,0.125576666,CCDC88A/CLASP1,2
GO:0002827,positive regulation of T-helper 1 type immune response,1/90,20/18866,0.091250991,0.184082086,0.125576666,ANXA1,1
GO:0003323,type B pancreatic cell development,1/90,20/18866,0.091250991,0.184082086,0.125576666,GSK3B,1
GO:0007194,negative regulation of adenylate cyclase activity,1/90,20/18866,0.091250991,0.184082086,0.125576666,AKAP9,1
GO:0007252,I-kappaB phosphorylation,1/90,20/18866,0.091250991,0.184082086,0.125576666,AKT1,1
GO:0010042,response to manganese ion,1/90,20/18866,0.091250991,0.184082086,0.125576666,APP,1
GO:0022038,corpus callosum development,1/90,20/18866,0.091250991,0.184082086,0.125576666,PAFAH1B1,1
GO:0031998,regulation of fatty acid beta-oxidation,1/90,20/18866,0.091250991,0.184082086,0.125576666,AKT1,1
GO:0060231,mesenchymal to epithelial transition,1/90,20/18866,0.091250991,0.184082086,0.125576666,CTNNB1,1
GO:0070262,peptidyl-serine dephosphorylation,1/90,20/18866,0.091250991,0.184082086,0.125576666,YWHAE,1
GO:0071243,cellular response to arsenic-containing substance,1/90,20/18866,0.091250991,0.184082086,0.125576666,HSF1,1
GO:0072087,renal vesicle development,1/90,20/18866,0.091250991,0.184082086,0.125576666,CTNNB1,1
GO:0097709,connective tissue replacement,1/90,20/18866,0.091250991,0.184082086,0.125576666,HIF1A,1
GO:0097734,extracellular exosome biogenesis,1/90,20/18866,0.091250991,0.184082086,0.125576666,HGS,1
GO:1900409,positive regulation of cellular response to oxidative stress,1/90,20/18866,0.091250991,0.184082086,0.125576666,HDAC6,1
GO:1902004,positive regulation of amyloid-beta formation,1/90,20/18866,0.091250991,0.184082086,0.125576666,APP,1
GO:0043583,ear development,3/90,224/18866,0.091802093,0.185060311,0.126243989,CDH23/CEP290/PAFAH1B1,3
GO:0030330,"DNA damage response, signal transduction by p53 class mediator",2/90,107/18866,0.092594584,0.185987397,0.126876426,AURKA/CDK1,2
GO:0035601,protein deacylation,2/90,107/18866,0.092594584,0.185987397,0.126876426,HDAC5/HDAC6,2
GO:0043266,regulation of potassium ion transport,2/90,107/18866,0.092594584,0.185987397,0.126876426,AKAP9/YWHAE,2
GO:0051963,regulation of synapse assembly,2/90,107/18866,0.092594584,0.185987397,0.126876426,APP/EEF2K,2
GO:0051983,regulation of chromosome segregation,2/90,107/18866,0.092594584,0.185987397,0.126876426,CDK5RAP2/CTNNB1,2
GO:0044706,multi-multicellular organism process,3/90,226/18866,0.093673969,0.1880204,0.128263295,AKT1/AR/HSF1,3
GO:0044774,mitotic DNA integrity checkpoint,2/90,108/18866,0.094059529,0.188523616,0.128606578,AURKA/CDK1,2
GO:1902750,negative regulation of cell cycle G2/M phase transition,2/90,108/18866,0.094059529,0.188523616,0.128606578,AURKA/CDK1,2
GO:0006936,muscle contraction,4/90,362/18866,0.094894419,0.188940358,0.12889087,AKAP9/CCDC78/CLCN1/PRKACA,4
GO:0002286,T cell activation involved in immune response,2/90,109/18866,0.09553123,0.188940358,0.12889087,ANXA1/PSEN1,2
GO:0048705,skeletal system morphogenesis,3/90,228/18866,0.095561675,0.188940358,0.12889087,CTNNB1/HHIP/PSEN1,3
GO:0006662,glycerol ether metabolic process,1/90,21/18866,0.095590767,0.188940358,0.12889087,PAFAH1B1,1
GO:0010310,regulation of hydrogen peroxide metabolic process,1/90,21/18866,0.095590767,0.188940358,0.12889087,HDAC6,1
GO:0021854,hypothalamus development,1/90,21/18866,0.095590767,0.188940358,0.12889087,HAP1,1
GO:0030502,negative regulation of bone mineralization,1/90,21/18866,0.095590767,0.188940358,0.12889087,HIF1A,1
GO:0032516,positive regulation of phosphoprotein phosphatase activity,1/90,21/18866,0.095590767,0.188940358,0.12889087,HSP90AB1,1
GO:0043371,"negative regulation of CD4-positive, alpha-beta T cell differentiation",1/90,21/18866,0.095590767,0.188940358,0.12889087,ANXA1,1
GO:0045717,negative regulation of fatty acid biosynthetic process,1/90,21/18866,0.095590767,0.188940358,0.12889087,APOC1,1
GO:0046716,muscle cell cellular homeostasis,1/90,21/18866,0.095590767,0.188940358,0.12889087,HIF1A,1
GO:0048485,sympathetic nervous system development,1/90,21/18866,0.095590767,0.188940358,0.12889087,CTNNB1,1
GO:0051797,regulation of hair follicle development,1/90,21/18866,0.095590767,0.188940358,0.12889087,CTNNB1,1
GO:0051957,positive regulation of amino acid transport,1/90,21/18866,0.095590767,0.188940358,0.12889087,PSEN1,1
GO:0060117,auditory receptor cell development,1/90,21/18866,0.095590767,0.188940358,0.12889087,PAFAH1B1,1
GO:0060216,definitive hemopoiesis,1/90,21/18866,0.095590767,0.188940358,0.12889087,HIPK1,1
GO:0060716,labyrinthine layer blood vessel development,1/90,21/18866,0.095590767,0.188940358,0.12889087,AKT1,1
GO:1903055,positive regulation of extracellular matrix organization,1/90,21/18866,0.095590767,0.188940358,0.12889087,CLASP1,1
GO:2000678,negative regulation of transcription regulatory region DNA binding,1/90,21/18866,0.095590767,0.188940358,0.12889087,PSEN1,1
GO:0043687,post-translational protein modification,4/90,363/18866,0.095618958,0.188940358,0.12889087,APP/HIF1A/HSP90B1/VHL,4
GO:0006836,neurotransmitter transport,3/90,229/18866,0.096511413,0.190569146,0.130001993,GSK3B/HSPA8/PSEN1,3
GO:0002821,positive regulation of adaptive immune response,2/90,110/18866,0.097009588,0.191143922,0.130394092,ANXA1/CLCF1,2
GO:0007041,lysosomal transport,2/90,110/18866,0.097009588,0.191143922,0.130394092,HGS/HSPA8,2
GO:0072009,nephron epithelium development,2/90,110/18866,0.097009588,0.191143922,0.130394092,CTNNB1/CTNNBIP1,2
GO:0009913,epidermal cell differentiation,4/90,365/18866,0.097075955,0.191143922,0.130394092,ANXA1/CTNNB1/HRNR/PAFAH1B1,4
