term,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0048489,synaptic vesicle transport,3/108,44/18866,0.002037179,0.019455268,0.014071751,AP3B2/AP3M2/CTNNB1,3
GO:0060999,positive regulation of dendritic spine development,3/108,44/18866,0.002037179,0.019455268,0.014071751,EEF2K/PAFAH1B1/PSEN1,3
GO:0003341,cilium movement,5/108,156/18866,0.002039226,0.019455268,0.014071751,CCDC39/CCDC40/CCDC63/CCDC65/ZBBX,5
GO:1902904,negative regulation of supramolecular fiber organization,5/108,156/18866,0.002039226,0.019455268,0.014071751,AVIL/CLASP1/HDAC6/HSPA8/TUBB4A,5
GO:0034599,cellular response to oxidative stress,7/108,310/18866,0.002047495,0.019455268,0.014071751,AKT1/ANXA1/CDK1/CTNNB1/HDAC6/HIF1A/HSF1,7
GO:0050807,regulation of synapse organization,6/108,229/18866,0.002048266,0.019455268,0.014071751,APP/EEF2K/HSPA8/PAFAH1B1/TUBA1A/TUBB,6
GO:0003356,regulation of cilium beat frequency,2/108,12/18866,0.002064176,0.019455268,0.014071751,CCDC39/CCDC40,2
GO:0021819,layer formation in cerebral cortex,2/108,12/18866,0.002064176,0.019455268,0.014071751,CTNNB1/PAFAH1B1,2
GO:0034333,adherens junction assembly,2/108,12/18866,0.002064176,0.019455268,0.014071751,CTNNB1/HIPK1,2
GO:0051657,maintenance of organelle location,2/108,12/18866,0.002064176,0.019455268,0.014071751,AKAP9/PAFAH1B1,2
GO:0060742,epithelial cell differentiation involved in prostate gland development,2/108,12/18866,0.002064176,0.019455268,0.014071751,AR/CTNNB1,2
GO:0072503,cellular divalent inorganic cation homeostasis,9/108,492/18866,0.002070444,0.019455268,0.014071751,APP/CCL1/CDH23/HAP1/HSP90B1/HTT/PRKACA/PSEN1/YWHAE,9
GO:1901992,positive regulation of mitotic cell cycle phase transition,4/108,94/18866,0.002085885,0.019477321,0.014087702,AKT1/ANXA1/APP/CDK1,4
GO:0010001,glial cell differentiation,6/108,230/18866,0.002093518,0.019477321,0.014087702,AKT1/APP/CDK1/CLCF1/CTNNB1/PSEN1,6
GO:0051495,positive regulation of cytoskeleton organization,6/108,230/18866,0.002093518,0.019477321,0.014087702,AKAP9/CCDC88A/CDK5RAP2/CEP120/CKAP5/CLASP1,6
GO:0031018,endocrine pancreas development,3/108,45/18866,0.00217367,0.020024762,0.014483659,AKT1/ANXA1/GSK3B,3
GO:0045429,positive regulation of nitric oxide biosynthetic process,3/108,45/18866,0.00217367,0.020024762,0.014483659,HSP90AB1/AKT1/HSP90AA1,3
GO:1904646,cellular response to amyloid-beta,3/108,45/18866,0.00217367,0.020024762,0.014483659,APP/GSK3B/PSEN1,3
GO:0007019,microtubule depolymerization,3/108,46/18866,0.002315713,0.021126201,0.015280316,CKAP5/CLASP1/HDAC6,3
GO:0051646,mitochondrion localization,3/108,46/18866,0.002315713,0.021126201,0.015280316,HAP1/HDAC6/HIF1A,3
GO:1904407,positive regulation of nitric oxide metabolic process,3/108,46/18866,0.002315713,0.021126201,0.015280316,HSP90AB1/AKT1/HSP90AA1,3
GO:0036473,cell death in response to oxidative stress,4/108,97/18866,0.002339182,0.021271467,0.015385386,AKT1/CTNNB1/HDAC6/HIF1A,4
GO:0000212,meiotic spindle organization,2/108,13/18866,0.002430382,0.021681163,0.015681714,AURKA/TUBG1,2
GO:0010870,positive regulation of receptor biosynthetic process,2/108,13/18866,0.002430382,0.021681163,0.015681714,HDAC6/HIF1A,2
GO:0032429,regulation of phospholipase A2 activity,2/108,13/18866,0.002430382,0.021681163,0.015681714,ANXA1/ANXA8,2
GO:1902947,regulation of tau-protein kinase activity,2/108,13/18866,0.002430382,0.021681163,0.015681714,HSP90AB1/HSP90AA1,2
GO:1990403,embryonic brain development,2/108,13/18866,0.002430382,0.021681163,0.015681714,CTNNB1/TUBB2B,2
GO:2000052,positive regulation of non-canonical Wnt signaling pathway,2/108,13/18866,0.002430382,0.021681163,0.015681714,CSNK1D/CSNK1E,2
GO:0051494,negative regulation of cytoskeleton organization,5/108,163/18866,0.002467971,0.021947039,0.015874018,AVIL/CDK5RAP2/CLASP1/HDAC6/TUBB4A,5
GO:0050803,regulation of synapse structure or activity,6/108,240/18866,0.002588749,0.022837896,0.016518364,APP/EEF2K/HSPA8/PAFAH1B1/TUBA1A/TUBB,6
GO:0050848,regulation of calcium-mediated signaling,4/108,100/18866,0.002612911,0.022837896,0.016518364,GSK3B/HAP1/HTT/PRKACA,4
GO:0070301,cellular response to hydrogen peroxide,4/108,100/18866,0.002612911,0.022837896,0.016518364,ANXA1/CDK1/HDAC6/HSF1,4
GO:0008089,anterograde axonal transport,3/108,48/18866,0.002616758,0.022837896,0.016518364,AP3B2/AP3M2/HAP1,3
GO:0051972,regulation of telomerase activity,3/108,48/18866,0.002616758,0.022837896,0.016518364,HSP90AB1/CTNNB1/HSP90AA1,3
GO:1900271,regulation of long-term synaptic potentiation,3/108,48/18866,0.002616758,0.022837896,0.016518364,APP/GSK3B/SQSTM1,3
GO:0035967,cellular response to topologically incorrect protein,5/108,166/18866,0.002670438,0.023234459,0.016805193,HDAC6/HSF1/HSP90B1/HSPA1L/HSPA8,5
GO:1903320,regulation of protein modification by small protein conjugation or removal,6/108,242/18866,0.002697535,0.023345968,0.016885846,HSP90AB1/AKT1/CTNNB1/HSP90AA1/PSEN1/SQSTM1,6
GO:0010639,negative regulation of organelle organization,8/108,416/18866,0.002699817,0.023345968,0.016885846,AKT1/AVIL/CDK5RAP2/CLASP1/HDAC6/HIGD1A/PRKAR1A/TUBB4A,8
GO:1902882,regulation of response to oxidative stress,4/108,101/18866,0.002708833,0.023352296,0.016890423,AKT1/CTNNB1/HDAC6/HIF1A,4
GO:0030850,prostate gland development,3/108,49/18866,0.002775907,0.023785049,0.017203428,ANXA1/AR/CTNNB1,3
GO:1990090,cellular response to nerve growth factor stimulus,3/108,49/18866,0.002775907,0.023785049,0.017203428,AKT1/APP/EEF2K,3
GO:0060996,dendritic spine development,4/108,102/18866,0.002807144,0.023913878,0.017296608,EEF2K/HDAC6/PAFAH1B1/PSEN1,4
GO:0019896,axonal transport of mitochondrion,2/108,14/18866,0.002824875,0.023913878,0.017296608,HAP1/HIF1A,2
GO:0035112,genitalia morphogenesis,2/108,14/18866,0.002824875,0.023913878,0.017296608,AR/CTNNB1,2
GO:0060831,smoothened signaling pathway involved in dorsal/ventral neural tube patterning,2/108,14/18866,0.002824875,0.023913878,0.017296608,PRKACA/PRKACB,2
GO:0051402,neuron apoptotic process,6/108,245/18866,0.00286711,0.024198749,0.017502652,HSP90AB1/APP/CLCF1/CTNNB1/HIF1A/PSEN1,6
GO:0042987,amyloid precursor protein catabolic process,3/108,50/18866,0.002940902,0.024600603,0.017793308,APP/HAP1/PSEN1,3
GO:0045981,positive regulation of nucleotide metabolic process,3/108,50/18866,0.002940902,0.024600603,0.017793308,APP/HIF1A/PSEN1,3
GO:1900544,positive regulation of purine nucleotide metabolic process,3/108,50/18866,0.002940902,0.024600603,0.017793308,APP/HIF1A/PSEN1,3
GO:0034614,cellular response to reactive oxygen species,5/108,170/18866,0.002958802,0.024604313,0.017795991,AKT1/ANXA1/CDK1/HDAC6/HSF1,5
GO:2000241,regulation of reproductive process,5/108,170/18866,0.002958802,0.024604313,0.017795991,AR/AURKA/CTNNB1/PRKACB/PRKAR1A,5
GO:0016358,dendrite development,6/108,247/18866,0.002984519,0.024745172,0.017897873,APP/EEF2K/GSK3B/HDAC6/PAFAH1B1/PSEN1,6
GO:0050435,amyloid-beta metabolic process,3/108,51/18866,0.003111813,0.025615071,0.01852706,APP/HAP1/PSEN1,3
GO:0050885,neuromuscular process controlling balance,3/108,51/18866,0.003111813,0.025615071,0.01852706,APP/CDH23/PAFAH1B1,3
GO:0097006,regulation of plasma lipoprotein particle levels,4/108,105/18866,0.003116697,0.025615071,0.01852706,APOC1/PRKACA/PRKACB/PRKACG,4
GO:0071156,regulation of cell cycle arrest,4/108,106/18866,0.003224852,0.026426914,0.019114256,HSP90AB1/AURKA/CDK1/PRKACA,4
GO:0036159,inner dynein arm assembly,2/108,15/18866,0.003247324,0.026533929,0.019191659,CCDC39/CCDC40,2
GO:0050999,regulation of nitric-oxide synthase activity,3/108,52/18866,0.003288708,0.026717195,0.019324212,AKT1/HIF1A/HSP90AA1,3
GO:1990089,response to nerve growth factor,3/108,52/18866,0.003288708,0.026717195,0.019324212,AKT1/APP/EEF2K,3
GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,4/108,107/18866,0.00333554,0.027019794,0.019543078,AKT1/AR/GSK3B/HTT,4
GO:0060070,canonical Wnt signaling pathway,7/108,339/18866,0.003367065,0.027197006,0.019671254,CSNK1A1/CSNK1D/CSNK1E/CSNK1G1/CTNNB1/GSK3B/PSEN1,7
GO:0010634,positive regulation of epithelial cell migration,5/108,176/18866,0.003432663,0.027568877,0.019940223,AKT1/ANXA1/CLASP1/HDAC6/HIF1A,5
GO:0016241,regulation of macroautophagy,5/108,176/18866,0.003432663,0.027568877,0.019940223,AKT1/HDAC6/HIF1A/HTT/PRKACA,5
GO:0071320,cellular response to cAMP,3/108,53/18866,0.003471651,0.027724034,0.020052446,AKAP9/APP/EEF2K,3
GO:0072698,protein localization to microtubule cytoskeleton,3/108,53/18866,0.003471651,0.027724034,0.020052446,AURKA/CSNK1D/GSK3B,3
GO:0030324,lung development,5/108,177/18866,0.003516644,0.028004011,0.02025495,CCDC39/CCDC40/CTNNB1/HHIP/HSPB11,5
GO:0021761,limbic system development,4/108,109/18866,0.00356463,0.028226661,0.02041599,GSK3B/HAP1/PAFAH1B1/YWHAE,4
GO:0043618,regulation of transcription from RNA polymerase II promoter in response to stress,4/108,109/18866,0.00356463,0.028226661,0.02041599,HIF1A/HIGD1A/HSF1/VHL,4
GO:0031334,positive regulation of protein-containing complex assembly,6/108,257/18866,0.003626382,0.028634556,0.020711015,AKAP9/CDK5RAP2/CKAP5/CLASP1/GSK3B/HSP90AA1,6
GO:1901989,positive regulation of cell cycle phase transition,4/108,110/18866,0.003683087,0.028634556,0.020711015,AKT1/ANXA1/APP/CDK1,4
GO:0048469,cell maturation,5/108,179/18866,0.003689026,0.028634556,0.020711015,APP/AURKA/CTNNB1/HIF1A/PRKACA,5
GO:0030397,membrane disassembly,2/108,16/18866,0.003697403,0.028634556,0.020711015,CDK1/PAFAH1B1,2
GO:0051081,nuclear envelope disassembly,2/108,16/18866,0.003697403,0.028634556,0.020711015,CDK1/PAFAH1B1,2
GO:0051447,negative regulation of meiotic cell cycle,2/108,16/18866,0.003697403,0.028634556,0.020711015,PRKACB/PRKAR1A,2
GO:0060572,morphogenesis of an epithelial bud,2/108,16/18866,0.003697403,0.028634556,0.020711015,AR/CTNNB1,2
GO:0061548,ganglion development,2/108,16/18866,0.003697403,0.028634556,0.020711015,CTNNB1/TUBB3,2
GO:0022029,telencephalon cell migration,3/108,55/18866,0.00385594,0.029780531,0.021539884,CTNNB1/PAFAH1B1/PSEN1,3
GO:0030323,respiratory tube development,5/108,181/18866,0.003867396,0.029787401,0.021544854,CCDC39/CCDC40/CTNNB1/HHIP/HSPB11,5
GO:0048608,reproductive structure development,8/108,443/18866,0.003951904,0.030355359,0.02195565,HSP90AB1/AKT1/ANXA1/AR/CTNNB1/HIF1A/HSF1/PRKACG,8
GO:0001959,regulation of cytokine-mediated signaling pathway,5/108,183/18866,0.004051868,0.030829739,0.022298764,HSP90AB1/CCDC3/HIF1A/HIPK1/PAFAH1B1,5
GO:0120032,regulation of plasma membrane bounded cell projection assembly,5/108,183/18866,0.004051868,0.030829739,0.022298764,AVIL/CCDC88A/CEP120/HAP1/HTT,5
GO:2001235,positive regulation of apoptotic signaling pathway,5/108,183/18866,0.004051868,0.030829739,0.022298764,GSK3B/YWHAB/YWHAE/YWHAG/YWHAQ,5
GO:1904645,response to amyloid-beta,3/108,56/18866,0.004057408,0.030829739,0.022298764,APP/GSK3B/PSEN1,3
GO:0061458,reproductive system development,8/108,447/18866,0.004170325,0.03146718,0.022759817,HSP90AB1/AKT1/ANXA1/AR/CTNNB1/HIF1A/HSF1/PRKACG,8
GO:0060644,mammary gland epithelial cell differentiation,2/108,17/18866,0.004174787,0.03146718,0.022759817,AKT1/HIF1A,2
GO:1905331,negative regulation of morphogenesis of an epithelium,2/108,17/18866,0.004174787,0.03146718,0.022759817,CLASP1/CTNNB1,2
GO:0048638,regulation of developmental growth,7/108,353/18866,0.004199568,0.031557795,0.022825358,AKT1/APP/AR/CDK1/GSK3B/HSF1/PAFAH1B1,7
GO:0032412,regulation of ion transmembrane transporter activity,6/108,265/18866,0.004209694,0.031557795,0.022825358,AKAP9/APP/HAP1/HTT/PRKACA/YWHAE,6
GO:0060491,regulation of cell projection assembly,5/108,185/18866,0.004242556,0.031557795,0.022825358,AVIL/CCDC88A/CEP120/HAP1/HTT,5
GO:2000045,regulation of G1/S transition of mitotic cell cycle,5/108,185/18866,0.004242556,0.031557795,0.022825358,AKT1/ANXA1/AURKA/CDK1/CDK2AP2,5
GO:0006913,nucleocytoplasmic transport,7/108,354/18866,0.004264502,0.031557795,0.022825358,HSP90AB1/AKT1/CDK1/GSK3B/PRKACA/PSEN1/YWHAE,7
GO:0044380,protein localization to cytoskeleton,3/108,57/18866,0.004265172,0.031557795,0.022825358,AURKA/CSNK1D/GSK3B,3
GO:0097479,synaptic vesicle localization,3/108,57/18866,0.004265172,0.031557795,0.022825358,AP3B2/AP3M2/CTNNB1,3
GO:0043620,regulation of DNA-templated transcription in response to stress,4/108,115/18866,0.004315619,0.031847459,0.023034868,HIF1A/HIGD1A/HSF1/VHL,4
GO:0051169,nuclear transport,7/108,357/18866,0.004463885,0.032712736,0.023660712,HSP90AB1/AKT1/CDK1/GSK3B/PRKACA/PSEN1/YWHAE,7
GO:0021885,forebrain cell migration,3/108,58/18866,0.004479289,0.032712736,0.023660712,CTNNB1/PAFAH1B1/PSEN1,3
GO:1900408,negative regulation of cellular response to oxidative stress,3/108,58/18866,0.004479289,0.032712736,0.023660712,AKT1/CTNNB1/HIF1A,3
GO:1903202,negative regulation of oxidative stress-induced cell death,3/108,58/18866,0.004479289,0.032712736,0.023660712,AKT1/CTNNB1/HIF1A,3
GO:0043666,regulation of phosphoprotein phosphatase activity,4/108,117/18866,0.004587923,0.03333339,0.024109623,HSP90AB1/GSK3B/HSP90B1/HTT,4
GO:0051341,regulation of oxidoreductase activity,4/108,117/18866,0.004587923,0.03333339,0.024109623,AKT1/HDAC6/HIF1A/HSP90AA1,4
GO:0062197,cellular response to chemical stress,7/108,360/18866,0.004670252,0.033821899,0.024462956,AKT1/ANXA1/CDK1/CTNNB1/HDAC6/HIF1A/HSF1,7
GO:1990000,amyloid fibril formation,2/108,18/18866,0.004679156,0.033821899,0.024462956,APP/PSEN1,2
GO:0042306,regulation of protein import into nucleus,3/108,59/18866,0.004699815,0.033884345,0.024508122,HSP90AB1/CDK1/PSEN1,3
GO:0007052,mitotic spindle organization,4/108,118/18866,0.004728317,0.034002872,0.024593851,AURKA/CKAP5/CLASP1/TUBG1,4
GO:0048167,regulation of synaptic plasticity,5/108,191/18866,0.00485306,0.034811132,0.025178455,APP/GSK3B/PSEN1/SQSTM1/YWHAG,5
GO:1902883,negative regulation of response to oxidative stress,3/108,60/18866,0.004926805,0.03516117,0.025431634,AKT1/CTNNB1/HIF1A,3
GO:1903428,positive regulation of reactive oxygen species biosynthetic process,3/108,60/18866,0.004926805,0.03516117,0.025431634,HSP90AB1/AKT1/HSP90AA1,3
GO:0007281,germ cell development,6/108,275/18866,0.005033242,0.035830075,0.025915445,AKT1/AURKA/CCDC63/CTNNB1/PAFAH1B1/PRKACA,6
GO:0022898,regulation of transmembrane transporter activity,6/108,276/18866,0.005121664,0.036005975,0.02604267,AKAP9/APP/HAP1/HTT/PRKACA/YWHAE,6
GO:0061512,protein localization to cilium,3/108,61/18866,0.00516031,0.036005975,0.02604267,CCDC39/CCDC88A/CSNK1D,3
GO:0061912,selective autophagy,3/108,61/18866,0.00516031,0.036005975,0.02604267,HDAC6/HTT/SQSTM1,3
GO:1902115,regulation of organelle assembly,5/108,194/18866,0.005180634,0.036005975,0.02604267,CCDC88A/CDK5RAP2/CEP120/HAP1/HTT,5
GO:0048490,anterograde synaptic vesicle transport,2/108,19/18866,0.00521019,0.036005975,0.02604267,AP3B2/AP3M2,2
GO:0060749,mammary gland alveolus development,2/108,19/18866,0.00521019,0.036005975,0.02604267,AR/HIF1A,2
GO:0061377,mammary gland lobule development,2/108,19/18866,0.00521019,0.036005975,0.02604267,AR/HIF1A,2
GO:0099514,synaptic vesicle cytoskeletal transport,2/108,19/18866,0.00521019,0.036005975,0.02604267,AP3B2/AP3M2,2
GO:0099517,synaptic vesicle transport along microtubule,2/108,19/18866,0.00521019,0.036005975,0.02604267,AP3B2/AP3M2,2
GO:1902176,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,2/108,19/18866,0.00521019,0.036005975,0.02604267,AKT1/HIF1A,2
GO:2000010,positive regulation of protein localization to cell surface,2/108,19/18866,0.00521019,0.036005975,0.02604267,HSP90AB1/AKT1,2
GO:0034504,protein localization to nucleus,6/108,277/18866,0.005211223,0.036005975,0.02604267,HSP90AB1/AKT1/CDK1/GSK3B/PSEN1/YWHAE,6
GO:0042752,regulation of circadian rhythm,4/108,122/18866,0.005318789,0.036659328,0.026515232,CDK1/CSNK1D/CSNK1E/GSK3B,4
GO:0045861,negative regulation of proteolysis,7/108,369/18866,0.005332794,0.036666208,0.026520209,HSP90AB1/AKT1/ANXA8/APP/HDAC6/PSEN1/YWHAE,7
GO:0060997,dendritic spine morphogenesis,3/108,62/18866,0.005400383,0.036999666,0.026761395,EEF2K/HDAC6/PAFAH1B1,3
GO:0060759,regulation of response to cytokine stimulus,5/108,196/18866,0.005407543,0.036999666,0.026761395,HSP90AB1/CCDC3/HIF1A/HIPK1/PAFAH1B1,5
GO:0048675,axon extension,4/108,123/18866,0.00547376,0.03736206,0.02702351,HSP90AB1/GSK3B/HSP90AA1/PAFAH1B1,4
GO:0036293,response to decreased oxygen levels,7/108,371/18866,0.005489167,0.037376719,0.027034113,AKT1/EEF2K/HIF1A/HIGD1A/HSF1/HSP90B1/VHL,7
GO:0051208,sequestering of calcium ion,4/108,124/18866,0.005631725,0.03825502,0.027669376,HAP1/HSP90B1/HTT/PRKACA,4
GO:0008090,retrograde axonal transport,2/108,20/18866,0.005767573,0.038787753,0.028054696,HAP1/PAFAH1B1,2
GO:0070932,histone H3 deacetylation,2/108,20/18866,0.005767573,0.038787753,0.028054696,HDAC5/HDAC6,2
GO:0001838,embryonic epithelial tube formation,4/108,125/18866,0.005792708,0.038787753,0.028054696,CTNNB1/HIF1A/PRKACA/PRKACB,4
GO:0003014,renal system process,4/108,125/18866,0.005792708,0.038787753,0.028054696,PRKACA/PRKACB/PRKACG/PRKAR1A,4
GO:0007368,determination of left/right symmetry,4/108,125/18866,0.005792708,0.038787753,0.028054696,CCDC39/CCDC40/HIF1A/PSEN1,4
GO:1903578,regulation of ATP metabolic process,4/108,125/18866,0.005792708,0.038787753,0.028054696,APP/CDK1/HIF1A/PSEN1,4
GO:2000377,regulation of reactive oxygen species metabolic process,5/108,200/18866,0.005882324,0.039229504,0.028374208,HSP90AB1/AKT1/HDAC6/HIF1A/HSP90AA1,5
GO:0002066,columnar/cuboidal epithelial cell development,3/108,64/18866,0.005900429,0.039229504,0.028374208,GSK3B/HIF1A/PAFAH1B1,3
GO:0046686,response to cadmium ion,3/108,64/18866,0.005900429,0.039229504,0.028374208,AKT1/CDK1/HSF1,3
GO:0035308,negative regulation of protein dephosphorylation,3/108,65/18866,0.006160497,0.040862214,0.029555127,GSK3B/YWHAB/YWHAE,3
GO:0045666,positive regulation of neuron differentiation,7/108,380/18866,0.006235879,0.041265123,0.029846547,AVIL/CSNK1D/CSNK1E/EEF2K/PAFAH1B1/PSEN1/TUBB2B,7
GO:0072089,stem cell proliferation,4/108,128/18866,0.006294016,0.041539322,0.030044871,CTNNB1/HHIP/HIF1A/PAFAH1B1,4
GO:0061003,positive regulation of dendritic spine morphogenesis,2/108,21/18866,0.006350993,0.041539322,0.030044871,EEF2K/PAFAH1B1,2
GO:0090201,negative regulation of release of cytochrome c from mitochondria,2/108,21/18866,0.006350993,0.041539322,0.030044871,AKT1/HIGD1A,2
GO:0098780,response to mitochondrial depolarisation,2/108,21/18866,0.006350993,0.041539322,0.030044871,HDAC6/SQSTM1,2
GO:1903204,negative regulation of oxidative stress-induced neuron death,2/108,21/18866,0.006350993,0.041539322,0.030044871,CTNNB1/HIF1A,2
GO:0060541,respiratory system development,5/108,204/18866,0.006385797,0.041670285,0.030139595,CCDC39/CCDC40/CTNNB1/HHIP/HSPB11,5
GO:0032768,regulation of monooxygenase activity,3/108,66/18866,0.006427322,0.041747977,0.030195789,AKT1/HIF1A/HSP90AA1,3
GO:0034394,protein localization to cell surface,3/108,66/18866,0.006427322,0.041747977,0.030195789,HSP90AB1/AKT1/CTNNB1,3
GO:0032409,regulation of transporter activity,6/108,291/18866,0.006589255,0.042701404,0.03088539,AKAP9/APP/HAP1/HTT/PRKACA/YWHAE,6
GO:0035637,multicellular organismal signaling,5/108,206/18866,0.006648568,0.042888589,0.031020779,AKAP9/CLCN1/PAFAH1B1/PRKACA/YWHAE,5
GO:1902806,regulation of cell cycle G1/S phase transition,5/108,206/18866,0.006648568,0.042888589,0.031020779,AKT1/ANXA1/AURKA/CDK1/CDK2AP2,5
GO:0034332,adherens junction organization,3/108,67/18866,0.006700949,0.043127801,0.031193798,CDHR3/CTNNB1/HIPK1,3
GO:0046890,regulation of lipid biosynthetic process,5/108,207/18866,0.006782759,0.043554895,0.03150271,AKT1/ANXA1/APOC1/AVIL/CCDC3,5
GO:0010508,positive regulation of autophagy,4/108,131/18866,0.006823378,0.043716139,0.031619335,GSK3B/HDAC6/HIF1A/HTT,4
GO:0002089,lens morphogenesis in camera-type eye,2/108,22/18866,0.006960137,0.043929965,0.031773993,CTNNB1/HIPK1,2
GO:0006622,protein targeting to lysosome,2/108,22/18866,0.006960137,0.043929965,0.031773993,HGS/HSPA8,2
GO:0051000,positive regulation of nitric-oxide synthase activity,2/108,22/18866,0.006960137,0.043929965,0.031773993,AKT1/HIF1A,2
GO:0051131,chaperone-mediated protein complex assembly,2/108,22/18866,0.006960137,0.043929965,0.031773993,HSP90AB1/HSP90AA1,2
GO:2000479,regulation of cAMP-dependent protein kinase activity,2/108,22/18866,0.006960137,0.043929965,0.031773993,HTT/PRKAR1A,2
GO:0016239,positive regulation of macroautophagy,3/108,68/18866,0.00698142,0.043929965,0.031773993,HDAC6/HIF1A/HTT,3
GO:0045428,regulation of nitric oxide biosynthetic process,3/108,68/18866,0.00698142,0.043929965,0.031773993,HSP90AB1/AKT1/HSP90AA1,3
GO:0051298,centrosome duplication,3/108,68/18866,0.00698142,0.043929965,0.031773993,CDK5RAP2/CEP120/CKAP5,3
GO:0050768,negative regulation of neurogenesis,6/108,295/18866,0.00702751,0.044121495,0.031912524,APP/CDK5RAP2/CTNNB1/GSK3B/PAFAH1B1/PSEN1,6
GO:0002573,myeloid leukocyte differentiation,5/108,210/18866,0.007196721,0.044883972,0.032464014,APP/CTNNB1/CTNNBIP1/PAFAH1B1/PSEN1,5
GO:0006109,regulation of carbohydrate metabolic process,5/108,210/18866,0.007196721,0.044883972,0.032464014,AKT1/APP/GSK3B/HIF1A/PSEN1,5
GO:0034764,positive regulation of transmembrane transport,5/108,210/18866,0.007196721,0.044883972,0.032464014,AKAP9/AKT1/HAP1/HTT/PSEN1,5
GO:0007004,telomere maintenance via telomerase,3/108,69/18866,0.007268776,0.045133658,0.032644609,HSP90AB1/CTNNB1/HSP90AA1,3
GO:2000573,positive regulation of DNA biosynthetic process,3/108,69/18866,0.007268776,0.045133658,0.032644609,HSP90AB1/CTNNB1/HSP90AA1,3
GO:0031396,regulation of protein ubiquitination,5/108,211/18866,0.007338548,0.045367032,0.032813406,HSP90AB1/AKT1/HSP90AA1/PSEN1/SQSTM1,5
GO:0070555,response to interleukin-1,5/108,211/18866,0.007338548,0.045367032,0.032813406,ANXA1/APP/CCL1/HIF1A/SQSTM1,5
GO:0046683,response to organophosphorus,4/108,134/18866,0.007381441,0.045532345,0.032932975,AKAP9/APP/EEF2K/HSP90B1,4
GO:0006414,translational elongation,4/108,135/18866,0.00757395,0.0457467,0.033088015,EEF1A1/EEF1A2/EEF1B2/EEF2K,4
GO:0048565,digestive tract development,4/108,135/18866,0.00757395,0.0457467,0.033088015,CCDC39/CCDC40/CTNNB1/HIF1A,4
GO:0002052,positive regulation of neuroblast proliferation,2/108,23/18866,0.007594699,0.0457467,0.033088015,CTNNB1/HIF1A,2
GO:0007097,nuclear migration,2/108,23/18866,0.007594699,0.0457467,0.033088015,CEP120/PAFAH1B1,2
GO:0030539,male genitalia development,2/108,23/18866,0.007594699,0.0457467,0.033088015,AR/CTNNB1,2
GO:0034643,"establishment of mitochondrion localization, microtubule-mediated",2/108,23/18866,0.007594699,0.0457467,0.033088015,HAP1/HIF1A,2
GO:0044458,motile cilium assembly,2/108,23/18866,0.007594699,0.0457467,0.033088015,CCDC39/CCDC40,2
GO:0046599,regulation of centriole replication,2/108,23/18866,0.007594699,0.0457467,0.033088015,CDK5RAP2/CEP120,2
GO:0047497,mitochondrion transport along microtubule,2/108,23/18866,0.007594699,0.0457467,0.033088015,HAP1/HIF1A,2
GO:1900273,positive regulation of long-term synaptic potentiation,2/108,23/18866,0.007594699,0.0457467,0.033088015,APP/SQSTM1,2
GO:2000050,regulation of non-canonical Wnt signaling pathway,2/108,23/18866,0.007594699,0.0457467,0.033088015,CSNK1D/CSNK1E,2
GO:0010632,regulation of epithelial cell migration,6/108,301/18866,0.007724042,0.046370565,0.033539248,AKT1/ANXA1/CLASP1/HDAC5/HDAC6/HIF1A,6
GO:0010959,regulation of metal ion transport,7/108,396/18866,0.007747618,0.046370565,0.033539248,AKAP9/AKT1/CTNNB1/HAP1/HTT/PRKACA/YWHAE,7
GO:0070482,response to oxygen levels,7/108,396/18866,0.007747618,0.046370565,0.033539248,AKT1/EEF2K/HIF1A/HIGD1A/HSF1/HSP90B1/VHL,7
GO:0043523,regulation of neuron apoptotic process,5/108,214/18866,0.007775738,0.046440263,0.03358966,HSP90AB1/CLCF1/CTNNB1/HIF1A/PSEN1,5
GO:0042982,amyloid precursor protein metabolic process,3/108,71/18866,0.007864301,0.046672555,0.033757674,APP/HAP1/PSEN1,3
GO:0061180,mammary gland epithelium development,3/108,71/18866,0.007864301,0.046672555,0.033757674,AKT1/AR/HIF1A,3
GO:1901880,negative regulation of protein depolymerization,3/108,71/18866,0.007864301,0.046672555,0.033757674,AVIL/CLASP1/HDAC6,3
GO:0001759,organ induction,2/108,24/18866,0.008254372,0.048176139,0.034845198,AR/CTNNB1,2
GO:0010869,regulation of receptor biosynthetic process,2/108,24/18866,0.008254372,0.048176139,0.034845198,HDAC6/HIF1A,2
GO:0021801,cerebral cortex radial glia guided migration,2/108,24/18866,0.008254372,0.048176139,0.034845198,CTNNB1/PAFAH1B1,2
GO:0022030,telencephalon glial cell migration,2/108,24/18866,0.008254372,0.048176139,0.034845198,CTNNB1/PAFAH1B1,2
GO:0032469,endoplasmic reticulum calcium ion homeostasis,2/108,24/18866,0.008254372,0.048176139,0.034845198,APP/PSEN1,2
GO:0036003,positive regulation of transcription from RNA polymerase II promoter in response to stress,2/108,24/18866,0.008254372,0.048176139,0.034845198,HIF1A/HSF1,2
GO:0050995,negative regulation of lipid catabolic process,2/108,24/18866,0.008254372,0.048176139,0.034845198,AKT1/APOC1,2
